account_id,bureau_score,enquiries_6m,other_lenders
TH-102874,639,1,2
TH-101970,476,0,4
TH-104042,698,3,2
TH-100814,473,2,1
TH-100842,567,3,2
TH-102082,577,0,1
TH-102488,617,0,2
TH-104604,594,2,2
TH-103156,561,2,2
TH-104048,704,0,6
TH-101493,457,2,2
TH-104920,588,2,2
TH-101375,644,4,3
TH-100674,593,1,0
TH-100581,651,4,3
TH-101682,534,1,1
TH-103244,656,0,1
TH-100431,618,1,1
TH-104272,701,2,2
TH-100788,662,1,2
TH-102210,632,1,3
TH-103973,705,1,0
TH-100991,635,4,3
TH-103811,545,0,2
TH-104807,687,0,0
TH-100799,675,4,1
TH-102652,583,0,3
TH-103639,631,1,3
TH-104822,585,3,3
TH-101035,609,2,4
TH-103820,547,1,1
TH-104247,604,1,2
TH-102730,616,1,4
TH-101270,467,1,1
TH-104271,666,2,1
TH-104239,635,1,0
TH-101831,515,2,1
TH-101186,645,1,3
TH-101282,574,3,1
TH-103027,721,0,1
TH-104197,638,3,2
TH-104637,656,3,2
TH-101533,547,2,1
TH-102073,613,2,3
TH-100409,586,2,1
TH-104559,632,0,1
TH-100166,671,1,2
TH-100742,616,4,3
TH-101285,528,3,5
TH-104462,711,1,3
TH-104591,567,0,0
TH-101163,730,4,2
TH-104327,718,2,1
TH-102866,524,0,1
TH-101194,615,0,2
TH-103665,520,2,3
TH-104344,521,1,1
TH-101597,553,0,2
TH-102096,486,2,1
TH-101321,499,0,3
TH-103055,588,3,3
TH-100921,661,1,4
TH-104497,637,2,2
TH-104561,583,1,3
TH-103486,659,1,3
TH-102010,664,2,2
TH-104700,470,0,1
TH-102941,621,1,3
TH-101978,670,0,2
TH-100406,597,1,1
TH-102310,701,1,1
TH-102030,602,0,3
TH-101220,605,0,3
TH-100315,755,1,2
TH-103136,498,0,2
TH-102124,651,2,0
TH-103727,630,4,1
TH-102164,584,2,3
TH-101775,638,0,4
TH-100449,713,0,3
TH-103927,631,0,0
TH-101742,522,1,1
TH-100897,552,2,3
TH-100049,627,0,1
TH-104177,619,0,3
TH-104883,448,1,4
TH-102264,696,1,2
TH-102552,622,1,1
TH-100433,704,2,2
TH-101711,651,1,1
TH-101887,726,4,1
TH-100379,629,2,3
TH-104724,727,0,2
TH-102239,571,4,2
TH-103826,552,2,0
TH-103405,672,1,2
TH-104950,505,3,1
TH-103081,617,0,2
TH-100041,584,0,2
TH-103857,610,0,3
TH-103088,634,2,1
TH-100863,721,0,4
TH-101743,492,0,3
TH-103143,710,1,0
TH-102400,433,1,2
TH-101943,566,1,1
TH-101398,480,1,4
TH-100611,597,1,0
TH-104493,441,1,2
TH-102167,719,2,2
TH-102418,622,2,2
TH-102499,573,2,1
TH-101665,597,2,2
TH-100585,642,3,1
TH-103681,636,1,0
TH-101049,712,3,3
TH-104969,509,1,4
TH-100883,498,0,1
TH-102710,604,1,3
TH-100758,605,2,2
TH-100418,761,0,2
TH-100155,655,2,2
TH-103030,566,2,1
TH-100430,460,0,4
TH-103931,639,0,2
TH-104567,661,0,1
TH-103561,569,1,1
TH-102883,628,1,1
TH-104853,532,7,1
TH-100909,543,2,2
TH-100587,594,1,1
TH-102409,592,3,2
TH-103216,684,2,1
TH-104984,538,3,1
TH-104080,626,0,4
TH-100317,540,1,4
TH-103618,644,0,2
TH-100438,543,2,3
TH-102817,633,0,3
TH-103555,646,1,5
TH-104954,515,0,1
TH-101148,566,2,1
TH-104698,696,3,0
TH-101500,684,0,2
TH-103640,678,0,0
TH-104435,544,1,2
TH-104866,544,1,2
TH-101926,492,1,2
TH-103312,616,2,3
TH-103592,523,3,1
TH-102804,446,2,0
TH-103839,690,2,1
TH-103664,419,0,3
TH-101281,549,0,3
TH-101334,810,2,4
TH-100513,499,0,0
TH-104139,593,0,1
TH-104418,606,2,3
TH-104331,663,3,5
TH-104563,661,1,4
TH-102542,694,2,4
TH-103254,556,1,1
TH-103078,639,1,3
TH-103715,498,1,3
TH-103283,748,1,3
TH-100152,749,2,1
TH-101294,635,1,3
TH-104750,568,1,2
TH-102856,613,0,4
TH-100157,717,1,2
TH-104795,690,3,1
TH-100350,648,2,0
TH-103155,581,1,5
TH-100717,524,1,2
TH-101473,515,3,2
TH-102181,584,1,3
TH-104300,705,1,1
TH-100820,707,1,1
TH-102257,591,1,1
TH-104264,548,1,1
TH-102238,564,0,1
TH-104097,738,3,1
TH-101457,694,2,2
TH-103575,612,0,3
TH-102784,763,2,3
TH-102453,733,2,3
TH-103643,564,2,1
TH-101947,534,1,3
TH-103865,571,5,1
TH-102104,624,2,3
TH-104178,532,1,1
TH-104717,669,0,1
TH-100465,528,2,2
TH-100671,750,1,1
TH-103563,519,1,0
TH-101315,555,0,2
TH-101005,637,2,0
TH-101895,568,2,2
TH-104101,675,1,3
TH-100224,651,3,3
TH-101724,699,2,1
TH-102798,526,1,2
TH-101369,587,0,2
TH-103923,614,2,1
TH-102148,582,0,4
TH-104588,632,1,1
TH-100147,572,1,3
TH-101629,669,3,1
TH-101825,487,3,3
TH-101546,679,1,2
TH-100935,770,0,1
TH-102686,547,2,3
TH-101456,439,2,2
TH-103467,518,1,3
TH-103272,794,0,3
TH-101965,582,1,2
TH-102410,479,0,2
TH-102370,638,1,4
TH-103913,559,1,4
TH-103251,615,1,3
TH-100499,585,2,0
TH-103767,651,0,3
TH-100304,554,0,4
TH-100812,490,2,1
TH-101771,715,1,2
TH-103165,814,3,1
TH-100802,703,2,2
TH-101878,570,1,2
TH-102142,595,4,1
TH-104438,681,1,4
TH-104912,613,2,2
TH-103310,617,2,2
TH-103916,667,2,3
TH-100865,559,1,2
TH-100386,707,2,2
TH-103390,641,2,1
TH-100760,609,0,2
TH-100520,671,0,1
TH-104524,554,2,3
TH-100675,537,4,4
TH-100340,588,1,2
TH-100936,638,0,2
TH-104529,664,0,1
TH-102500,638,2,1
TH-101580,600,2,1
TH-102440,606,0,1
TH-104432,663,2,4
TH-104456,635,1,7
TH-100607,656,2,4
TH-101610,677,3,1
TH-101648,608,2,1
TH-103429,559,1,3
TH-100538,625,1,0
TH-104755,633,1,2
TH-103061,739,0,2
TH-104332,526,0,1
TH-100031,573,1,0
TH-101213,470,1,1
TH-100599,603,2,2
TH-101966,699,2,2
TH-101767,670,0,2
TH-104179,550,3,3
TH-103705,701,3,3
TH-104276,642,3,1
TH-101333,529,0,2
TH-102436,651,0,0
TH-103376,529,0,1
TH-100609,649,0,2
TH-102262,656,0,1
TH-104570,557,0,0
TH-101318,539,1,0
TH-100925,505,1,4
TH-104686,540,0,0
TH-101452,636,3,2
TH-104864,670,1,2
TH-103948,595,3,1
TH-101462,570,1,0
TH-102327,783,0,2
TH-103218,606,0,1
TH-101536,694,1,1
TH-100945,552,3,0
TH-103855,424,0,1
TH-102038,425,0,1
TH-101514,710,4,2
TH-102961,550,2,1
TH-101850,392,3,0
TH-100709,637,1,1
TH-102205,620,1,2
TH-102103,596,2,2
TH-104051,615,5,1
TH-102973,697,3,5
TH-104571,758,0,2
TH-101787,584,1,3
TH-100078,605,0,2
TH-103867,591,2,1
TH-101618,560,0,2
TH-100220,619,1,2
TH-100797,709,1,3
TH-103416,604,3,3
TH-103032,667,1,2
TH-104847,715,1,1
TH-103140,712,0,1
TH-100589,628,2,6
TH-101361,453,1,6
TH-104756,503,2,1
TH-100355,633,1,1
TH-103675,588,1,2
TH-102697,708,2,3
TH-100170,716,2,1
TH-103166,542,1,1
TH-104879,573,3,1
TH-102797,736,4,2
TH-103511,693,2,2
TH-100913,559,1,3
TH-104213,481,0,3
TH-103033,665,1,0
TH-102415,544,0,1
TH-101744,671,3,4
TH-103619,595,0,1
TH-101732,633,0,4
TH-102135,527,0,2
TH-103562,680,2,1
TH-101852,674,2,0
TH-100993,668,2,0
TH-100094,625,3,2
TH-103944,561,2,0
TH-102057,686,1,2
TH-101001,494,0,2
TH-101051,693,1,1
TH-103786,722,3,2
TH-101172,736,0,2
TH-103753,565,0,2
TH-104071,603,1,1
TH-102666,720,0,2
TH-102838,393,2,5
TH-104517,710,1,4
TH-102728,508,2,5
TH-101020,673,2,1
TH-101182,621,0,3
TH-104335,615,2,3
TH-102479,795,3,1
TH-103091,676,1,2
TH-102349,710,1,1
TH-100543,585,3,1
TH-104204,571,3,3
TH-102761,676,1,2
TH-103998,634,1,1
TH-100701,674,2,5
TH-103914,538,1,0
TH-101192,537,2,0
TH-104003,710,2,3
TH-100008,587,0,1
TH-100005,649,2,2
TH-103103,630,2,0
TH-104147,622,1,2
TH-104943,552,2,3
TH-104629,514,1,1
TH-100343,624,1,1
TH-104611,535,0,1
TH-101159,719,1,1
TH-104742,645,0,2
TH-100478,679,1,0
TH-104648,529,3,0
TH-104038,570,0,1
TH-101558,671,0,1
TH-104624,571,1,3
TH-102457,705,1,1
TH-101126,739,1,1
TH-102292,551,1,4
TH-103802,619,2,2
TH-102058,625,3,3
TH-101185,529,1,1
TH-104800,463,6,1
TH-104269,574,1,0
TH-101643,683,1,0
TH-101594,754,3,1
TH-101373,733,1,1
TH-102381,591,5,1
TH-103064,633,0,2
TH-103035,650,1,2
TH-101840,749,2,1
TH-102521,641,0,1
TH-102182,439,1,0
TH-102156,581,4,2
TH-102680,673,1,2
TH-101721,684,3,1
TH-102031,677,0,1
TH-100672,491,3,4
TH-101340,566,1,3
TH-102972,547,1,2
TH-102955,547,3,1
TH-102420,590,1,4
TH-102383,756,0,4
TH-100033,785,0,4
TH-102306,546,3,3
TH-104429,514,3,0
TH-103152,660,1,3
TH-102766,576,1,2
TH-100377,672,1,3
TH-103490,727,3,2
TH-103725,605,3,1
TH-100444,662,2,0
TH-101093,541,5,1
TH-100270,485,3,2
TH-103043,606,0,1
TH-102313,545,0,0
TH-101483,591,1,1
TH-104888,520,0,3
TH-104510,580,2,0
TH-101560,736,0,2
TH-103391,628,1,1
TH-102019,477,2,1
TH-104240,727,1,0
TH-100383,602,3,5
TH-100652,636,0,1
TH-101152,516,2,2
TH-104761,640,2,4
TH-100512,515,3,0
TH-103159,663,0,2
TH-103890,687,0,0
TH-100517,715,0,0
TH-100266,666,2,3
TH-104856,482,2,1
TH-102787,507,1,4
TH-103885,753,0,3
TH-100680,780,2,1
TH-102960,585,2,2
TH-103872,632,4,2
TH-103551,782,2,1
TH-103836,670,0,1
TH-104350,589,0,1
TH-100201,569,1,0
TH-101914,565,0,1
TH-103499,521,2,0
TH-101998,694,1,2
TH-101098,632,1,2
TH-100195,705,4,0
TH-101033,699,2,6
TH-104752,518,1,1
TH-103247,641,1,0
TH-100119,604,0,3
TH-102995,528,0,1
TH-101586,614,0,1
TH-100490,564,1,1
TH-101779,734,3,3
TH-104739,792,0,1
TH-100763,617,4,1
TH-103506,814,0,2
TH-103395,741,1,0
TH-104485,703,2,1
TH-100726,481,4,0
TH-104734,750,0,1
TH-100952,528,2,3
TH-104385,589,0,1
TH-103232,592,2,2
TH-101242,496,2,0
TH-104305,634,1,0
TH-101722,766,0,1
TH-104914,679,0,4
TH-101272,515,2,2
TH-104767,679,0,2
TH-104255,711,3,2
TH-100481,600,1,4
TH-102889,518,1,3
TH-104791,535,2,3
TH-104854,586,1,1
TH-102719,659,2,0
TH-101912,801,2,2
TH-102878,611,0,4
TH-104922,721,0,1
TH-100861,668,0,1
TH-103945,678,1,3
TH-101512,649,2,1
TH-101873,540,0,0
TH-104878,492,1,1
TH-102616,666,0,1
TH-103692,719,0,1
TH-100017,567,2,4
TH-102379,553,1,0
TH-101751,705,2,1
TH-100177,418,1,2
TH-103935,634,0,3
TH-103504,786,1,3
TH-101229,615,0,4
TH-104676,590,0,3
TH-101574,521,3,0
TH-104490,504,2,1
TH-102320,568,1,3
TH-103323,651,1,1
TH-103322,680,1,1
TH-104452,719,1,3
TH-101890,659,2,3
TH-100179,543,2,3
TH-102462,701,2,3
TH-101952,708,2,1
TH-104857,653,1,4
TH-100019,737,2,2
TH-102818,492,2,3
TH-104973,468,2,1
TH-101151,606,5,3
TH-104137,614,4,1
TH-102996,561,0,3
TH-104046,592,3,2
TH-103208,584,0,3
TH-101621,602,1,3
TH-102650,616,0,3
TH-103327,579,4,1
TH-103344,543,2,2
TH-101339,588,0,3
TH-104837,664,1,0
TH-102999,527,0,3
TH-101611,755,2,1
TH-100833,729,2,2
TH-103299,615,4,3
TH-103367,649,3,2
TH-104266,509,1,2
TH-102872,752,0,2
TH-101575,616,1,1
TH-100310,497,2,2
TH-102388,648,2,4
TH-100690,669,1,2
TH-104981,541,1,3
TH-100403,573,3,5
TH-100977,456,2,1
TH-100578,664,2,5
TH-101568,543,0,5
TH-101336,646,0,2
TH-104119,723,2,1
TH-103594,691,1,0
TH-100087,465,3,2
TH-100092,608,2,0
TH-100917,685,1,5
TH-101543,590,3,1
TH-103421,555,3,3
TH-103183,622,1,2
TH-103122,625,1,1
TH-104801,591,0,2
TH-103186,519,1,3
TH-100027,600,3,0
TH-103874,565,3,0
TH-103876,674,1,1
TH-101187,649,1,1
TH-102144,680,1,3
TH-102236,604,1,2
TH-101677,524,0,0
TH-104024,604,3,2
TH-102842,650,0,2
TH-104463,720,2,2
TH-100037,629,0,0
TH-103179,583,0,3
TH-102591,484,2,1
TH-103537,504,2,0
TH-100222,657,2,2
TH-103773,695,1,0
TH-101221,605,1,2
TH-102768,589,0,2
TH-103264,673,1,3
TH-103775,632,2,3
TH-100698,639,0,1
TH-102492,606,0,1
TH-104194,677,2,3
TH-100822,647,0,0
TH-101630,661,2,0
TH-103701,660,2,0
TH-101498,720,1,4
TH-102018,687,2,0
TH-101465,606,2,1
TH-101824,575,4,2
TH-103502,752,1,2
TH-102648,667,1,4
TH-101326,560,1,1
TH-102965,784,2,2
TH-104073,634,1,2
TH-103716,580,1,1
TH-102584,573,1,1
TH-103076,717,0,3
TH-103509,676,0,2
TH-101337,539,0,1
TH-101400,568,3,1
TH-103214,712,1,4
TH-100676,585,0,2
TH-100597,621,1,1
TH-102091,568,1,2
TH-100470,552,3,1
TH-103411,601,2,2
TH-104030,575,1,1
TH-102145,675,3,1
TH-100552,468,1,7
TH-103024,568,1,3
TH-103309,600,1,0
TH-103439,702,3,0
TH-100830,717,2,2
TH-101132,581,0,0
TH-101716,502,5,1
TH-102150,622,2,5
TH-101101,615,0,2
TH-102907,592,3,2
TH-103372,682,0,2
TH-103558,585,0,1
TH-100528,523,2,1
TH-104672,674,0,2
TH-102700,619,0,2
TH-100318,637,0,2
TH-104813,619,1,5
TH-101803,628,1,1
TH-104439,627,0,0
TH-104721,613,1,2
TH-102751,663,3,2
TH-101235,566,1,0
TH-101566,523,1,0
TH-102957,593,0,3
TH-102078,616,0,0
TH-101666,518,1,1
TH-102179,580,1,0
TH-104442,635,0,2
TH-101944,564,1,3
TH-104401,674,3,3
TH-102526,619,0,0
TH-102215,588,2,2
TH-101497,626,2,4
TH-100770,456,2,3
TH-103598,628,2,4
TH-102612,623,0,1
TH-103362,577,0,2
TH-103576,628,2,0
TH-103746,632,4,4
TH-101000,616,4,2
TH-104746,810,3,2
TH-100971,667,3,1
TH-104645,637,2,2
TH-101309,598,1,2
TH-103579,686,4,2
TH-101826,627,1,2
TH-104295,538,3,2
TH-100128,759,2,0
TH-102930,515,0,2
TH-103552,619,2,5
TH-102572,542,4,0
TH-103859,635,1,3
TH-100563,628,1,0
TH-104077,588,3,0
TH-100692,522,2,0
TH-102361,603,1,2
TH-104430,670,1,0
TH-101099,712,1,1
TH-100974,473,1,1
TH-104115,511,3,3
TH-101135,622,2,0
TH-100941,574,2,2
TH-102165,768,1,1
TH-102601,669,1,1
TH-102876,555,2,1
TH-101027,602,2,3
TH-103012,674,1,3
TH-100456,593,2,1
TH-102439,744,2,0
TH-102021,638,4,3
TH-104690,600,2,2
TH-104039,533,0,0
TH-102510,647,1,1
TH-100199,622,2,2
TH-102755,722,0,1
TH-102597,594,2,1
TH-101255,595,1,5
TH-102303,443,0,2
TH-104090,572,3,1
TH-100116,695,5,1
TH-103118,558,0,3
TH-102516,724,2,0
TH-103253,527,1,3
TH-101702,649,1,3
TH-101360,449,1,3
TH-100436,555,1,1
TH-102562,480,2,1
TH-100834,638,2,1
TH-100574,730,3,2
TH-103700,725,0,5
TH-100316,493,0,4
TH-104810,715,2,3
TH-100412,632,3,1
TH-100347,632,1,5
TH-100648,589,0,1
TH-101506,554,1,2
TH-104263,630,2,5
TH-104495,719,0,2
TH-100489,612,1,2
TH-104023,513,1,0
TH-102553,623,2,1
TH-101237,749,3,1
TH-101021,570,0,3
TH-102519,636,0,1
TH-101951,766,4,3
TH-102602,506,0,2
TH-103896,582,2,3
TH-102595,536,0,3
TH-103553,659,0,1
TH-103564,682,3,1
TH-102218,611,1,2
TH-100182,561,1,3
TH-103510,479,1,2
TH-101138,695,0,0
TH-104125,572,1,1
TH-103150,424,1,0
TH-103947,709,1,0
TH-104905,597,0,2
TH-103066,810,2,1
TH-100161,630,0,0
TH-101607,604,1,0
TH-103204,421,0,2
TH-103052,729,3,3
TH-102639,644,1,1
TH-102471,710,1,2
TH-103108,579,3,3
TH-103009,704,0,2
TH-100325,602,1,2
TH-104875,565,0,1
TH-103907,600,2,5
TH-102261,637,0,1
TH-102123,625,4,0
TH-102537,510,1,3
TH-104650,560,5,3
TH-103646,712,2,0
TH-104805,647,1,2
TH-104841,555,2,1
TH-104956,541,1,1
TH-103434,548,1,3
TH-104653,610,3,2
TH-103184,609,0,0
TH-100866,584,5,1
TH-102334,599,0,1
TH-104926,606,0,1
TH-104556,523,0,2
TH-103286,706,0,1
TH-102333,590,1,1
TH-104796,701,0,2
TH-104149,738,1,3
TH-101652,527,3,1
TH-101937,600,0,1
TH-100682,676,1,1
TH-104311,618,1,3
TH-102454,630,3,4
TH-101260,585,0,5
TH-102807,616,1,1
TH-100778,584,0,1
TH-101313,794,0,5
TH-101067,541,2,1
TH-102389,562,0,4
TH-104688,652,2,1
TH-102518,626,1,4
TH-100510,669,3,3
TH-101484,713,3,3
TH-101367,672,0,3
TH-101298,766,2,1
TH-101262,662,1,2
TH-100069,592,0,2
TH-103963,741,0,5
TH-101604,531,2,2
TH-104665,786,1,2
TH-103458,499,2,2
TH-100427,576,1,1
TH-104481,525,1,3
TH-102391,596,0,1
TH-103248,661,0,3
TH-100911,540,0,1
TH-102180,726,0,2
TH-101929,642,3,0
TH-104201,602,6,0
TH-101960,533,2,2
TH-103512,702,2,1
TH-104812,629,1,4
TH-102737,513,1,2
TH-102119,685,0,2
TH-102901,740,3,2
TH-100584,581,4,1
TH-100732,493,1,3
TH-101769,636,1,0
TH-101872,736,0,2
TH-101392,635,2,0
TH-102470,705,1,1
TH-100688,660,0,1
TH-103459,565,1,3
TH-101684,674,2,2
TH-100394,646,2,2
TH-101790,665,2,2
TH-102535,585,0,0
TH-102086,618,2,1
TH-104726,636,2,1
TH-100926,585,2,4
TH-104630,622,2,1
TH-103057,484,1,1
TH-103113,477,1,1
TH-103138,678,0,2
TH-104319,577,3,2
TH-101477,671,2,1
TH-101070,611,0,4
TH-104898,698,0,2
TH-103986,644,0,2
TH-100631,787,1,1
TH-103918,662,1,1
TH-101129,763,0,2
TH-102224,747,1,2
TH-102024,470,1,2
TH-100047,766,4,3
TH-101820,521,2,1
TH-102988,660,1,1
TH-100227,610,2,1
TH-104470,551,0,1
TH-104402,603,2,2
TH-102036,641,0,1
TH-100600,650,2,2
TH-103578,581,3,2
TH-104464,686,2,2
TH-104921,670,1,0
TH-104320,685,6,3
TH-100405,617,1,1
TH-103246,531,2,3
TH-103112,672,0,1
TH-102068,753,1,1
TH-101588,502,0,1
TH-104258,637,3,2
TH-101156,623,1,3
TH-104749,487,1,3
TH-101827,599,2,5
TH-101319,711,1,1
TH-102506,614,3,3
TH-101720,622,2,3
TH-100105,521,2,0
TH-103763,634,2,3
TH-103845,606,1,6
TH-104389,715,0,4
TH-104022,708,0,2
TH-100252,652,1,1
TH-102108,609,1,3
TH-101832,680,1,1
TH-100816,437,3,2
TH-101695,674,1,3
TH-101403,594,2,1
TH-103400,543,0,2
TH-102936,569,1,3
TH-102098,605,1,2
TH-104415,683,2,0
TH-102703,552,3,1
TH-100594,586,2,1
TH-102139,539,1,2
TH-100485,632,1,0
TH-101974,631,0,2
TH-101828,834,2,2
TH-103188,680,2,1
TH-101739,572,1,1
TH-102309,627,0,2
TH-100922,685,3,1
TH-101979,552,0,0
TH-103048,713,0,2
TH-100994,525,2,2
TH-104479,564,0,3
TH-104735,558,1,2
TH-102213,437,2,2
TH-101271,431,0,4
TH-100264,472,1,1
TH-100124,584,0,3
TH-100323,681,1,2
TH-103785,661,3,0
TH-102053,583,1,1
TH-100321,850,1,3
TH-101939,740,3,3
TH-100196,509,0,3
TH-101206,528,1,2
TH-101230,344,1,3
TH-100914,627,1,1
TH-104195,583,2,1
TH-104643,597,0,2
TH-103878,571,1,2
TH-100837,625,1,1
TH-103318,650,3,5
TH-103450,487,1,3
TH-100288,578,2,2
TH-101631,772,2,2
TH-104134,732,2,2
TH-104933,719,2,2
TH-100964,541,0,4
TH-102964,545,1,1
TH-103676,566,2,0
TH-104206,834,2,4
TH-100656,724,1,3
TH-101006,652,0,4
TH-101876,598,1,2
TH-100990,714,2,1
TH-103134,588,0,1
TH-101304,419,3,1
TH-102118,654,3,1
TH-104725,780,2,3
TH-101012,548,2,4
TH-103663,553,3,0
TH-102520,632,1,1
TH-100183,800,1,1
TH-102063,577,1,2
TH-101017,659,0,1
TH-100234,665,1,0
TH-104769,676,1,1
TH-101008,536,3,1
TH-100071,656,3,2
TH-103774,725,1,1
TH-100848,667,2,1
TH-102922,641,2,5
TH-102816,594,0,3
TH-102012,640,0,3
TH-103492,628,4,2
TH-101615,672,0,2
TH-103119,656,1,3
TH-104542,737,4,1
TH-103776,559,1,1
TH-103595,712,3,4
TH-104935,638,5,0
TH-103211,593,1,0
TH-102174,585,3,4
TH-102464,703,0,4
TH-102738,779,0,2
TH-100934,649,2,4
TH-100253,656,1,4
TH-102851,566,0,2
TH-100399,564,2,5
TH-104212,752,4,3
TH-104053,709,1,2
TH-100273,710,3,3
TH-103324,604,2,5
TH-104823,627,0,0
TH-104334,676,2,1
TH-101434,637,1,3
TH-103662,601,1,2
TH-102744,652,1,3
TH-101626,584,1,1
TH-101102,486,2,2
TH-104297,605,2,0
TH-102538,539,0,3
TH-102424,778,2,0
TH-101460,771,0,4
TH-100661,640,4,0
TH-102969,655,2,0
TH-103493,563,0,2
TH-100946,654,3,1
TH-101750,582,1,0
TH-101548,333,1,2
TH-103815,597,2,2
TH-100198,611,0,3
TH-102050,631,3,2
TH-101366,629,3,0
TH-101534,674,2,4
TH-103110,558,2,4
TH-104907,687,1,3
TH-101047,691,2,3
TH-102873,647,0,2
TH-103414,627,3,1
TH-100345,468,0,2
TH-103980,553,3,1
TH-103769,623,0,5
TH-103116,559,0,1
TH-101811,740,0,0
TH-101241,667,1,1
TH-104870,671,1,1
TH-100181,618,3,1
TH-102312,576,1,3
TH-100838,555,1,1
TH-104965,526,1,1
TH-102274,775,1,2
TH-101055,566,2,2
TH-102750,618,0,1
TH-100544,501,2,1
TH-102986,659,1,3
TH-100492,682,0,1
TH-102987,644,0,3
TH-100167,520,1,3
TH-104546,661,0,3
TH-102729,603,2,1
TH-100311,626,3,0
TH-101371,559,3,0
TH-101380,651,3,3
TH-103145,632,3,2
TH-104006,516,1,2
TH-104314,702,2,1
TH-103496,691,2,2
TH-102793,476,1,5
TH-104150,501,1,2
TH-102638,639,1,1
TH-102632,638,1,7
TH-101432,655,3,1
TH-100850,759,1,2
TH-100803,650,1,1
TH-103905,602,1,2
TH-101698,673,1,3
TH-104387,593,1,1
TH-104705,626,1,2
TH-102194,588,2,1
TH-104999,601,0,1
TH-104171,626,2,1
TH-101925,501,3,1
TH-100236,581,3,3
TH-103011,636,2,2
TH-103908,518,1,1
TH-102475,507,1,1
TH-103812,502,0,1
TH-100021,624,0,0
TH-104627,580,3,3
TH-101327,599,4,2
TH-101794,502,1,1
TH-103843,563,0,2
TH-103660,514,0,2
TH-101814,554,2,2
TH-103077,744,4,2
TH-104093,687,0,1
TH-103976,663,1,0
TH-101444,617,0,3
TH-103525,609,0,4
TH-101211,577,1,1
TH-102626,725,2,4
TH-104516,681,6,2
TH-102503,761,0,2
TH-103018,701,3,0
TH-104862,697,0,6
TH-102325,573,2,2
TH-102023,614,0,0
TH-100301,602,0,1
TH-102358,567,2,3
TH-100131,445,2,2
TH-100759,658,1,1
TH-102658,562,0,4
TH-103197,698,1,1
TH-101316,674,1,2
TH-102177,591,2,2
TH-100215,487,1,3
TH-103788,639,3,1
TH-103287,576,1,0
TH-103750,731,3,3
TH-100523,514,2,1
TH-104982,655,1,1
TH-103959,628,3,2
TH-100854,569,2,1
TH-100948,678,0,1
TH-102951,670,1,1
TH-103832,778,1,3
TH-101346,656,0,1
TH-104083,701,1,1
TH-102667,564,3,4
TH-101706,638,0,2
TH-103613,660,1,0
TH-100877,589,3,0
TH-104190,632,0,6
TH-100857,410,3,0
TH-104765,623,0,1
TH-103870,539,4,2
TH-101391,660,1,1
TH-104208,714,0,3
TH-102630,648,2,2
TH-101582,691,0,2
TH-100719,641,1,1
TH-101306,612,1,3
TH-101746,658,2,1
TH-103326,622,0,0
TH-102033,548,2,1
TH-101730,730,3,2
TH-103806,685,2,5
TH-100146,560,3,2
TH-104582,604,0,3
TH-101332,663,1,3
TH-102195,555,1,3
TH-102168,640,1,1
TH-103577,662,0,2
TH-100137,678,2,0
TH-102173,637,1,3
TH-100093,632,1,1
TH-104574,668,3,2
TH-103010,669,1,2
TH-104625,599,1,1
TH-104775,580,3,0
TH-101864,725,0,2
TH-100385,528,0,2
TH-102075,591,0,1
TH-101481,683,3,2
TH-102220,678,2,1
TH-103971,635,2,2
TH-100651,793,2,2
TH-103039,699,1,4
TH-101893,623,3,2
TH-101928,606,1,0
TH-103457,546,0,1
TH-100140,625,1,4
TH-100783,567,1,2
TH-103090,534,4,3
TH-102852,687,1,0
TH-101322,562,0,2
TH-101424,641,1,2
TH-102468,615,1,2
TH-102198,574,0,2
TH-100013,577,1,4
TH-102226,628,2,5
TH-104270,467,3,3
TH-102315,572,1,0
TH-102243,606,5,2
TH-102975,635,0,4
TH-100451,533,0,1
TH-100272,609,0,4
TH-101523,656,2,1
TH-103833,743,2,1
TH-104366,618,3,4
TH-102474,445,1,2
TH-101736,789,4,1
TH-100356,639,0,1
TH-103220,514,0,4
TH-101691,580,1,2
TH-104118,592,2,0
TH-102599,465,1,2
TH-104065,520,1,2
TH-102094,655,2,5
TH-101564,417,3,1
TH-101409,656,1,4
TH-100240,768,3,3
TH-104143,735,1,1
TH-103674,578,4,0
TH-101997,764,1,2
TH-101303,673,2,0
TH-102449,661,0,1
TH-101634,397,1,2
TH-102097,572,1,1
