account_id,origination_date,product,region,customer_age,age_band,monthly_income,loan_amount,outstanding_balance_thb,days_past_due,bad_flag
TH-104273,04/05/2024,title_loan,South,33,25 to 34,11700,36000,"22,700",0,0
TH-104274,20/07/2024,motorcycle,North,52,45 to 54,20200,101000,"70,300",0,0
TH-104275,29/03/2023,title_loan,Bangkok,38,35 to 44,38600,130000,"35,300",0,0
TH-104276,27/10/2024,auto,Bangkok,27,25 to 34,,43000,"6,200",0,0
TH-104277,09/02/2024,title_loan,Northeast,30,25 to 34,29300,40000,"28,900",0,0
TH-104278,24/06/2024,auto,Bangkok,38,35 to 44,,63000,"38,100",0,0
TH-104279,14/04/2025,motorcycle,Central,25,25 to 34,13100,19000,"17,400",4,0
TH-104280,30/07/2024,auto,Bangkok,38,35 to 44,12100,19000,"7,600",0,0
TH-104281,12/03/2023,motorcycle,South,22,Under 25,16100,25000,"19,400",0,0
TH-104282,02/06/2025,personal,Bangkok,50,45 to 54,12400,39000,"20,000",0,0
TH-104283,25/02/2024,personal,Northeast,38,35 to 44,22600,35000,"21,900",0,0
TH-104284,09/09/2023,motorcycle,Bangkok,30,25 to 34,9700,26000,"13,400",0,0
TH-104285,12/02/2024,personal,South,39,35 to 44,30200,96000,"55,900",0,0
TH-104286,01/08/2023,auto,Bangkok,34,25 to 34,18200,78000,"36,800",0,0
TH-104287,03/05/2023,personal,North,27,25 to 34,30800,32000,"17,600",0,0
TH-104288,11/02/2023,motorcycle,South,32,25 to 34,16700,67000,,0,0
TH-104289,03/12/2023,motorcycle,Central,28,25 to 34,17400,46000,"18,900",0,0
TH-104290,08/03/2024,motorcycle,North,36,35 to 44,24500,98000,"26,200",0,0
TH-104291,09/10/2023,auto,North,36,35 to 44,16800,36000,"16,100",0,0
TH-104292,21/02/2023,title_loan,Central,39,35 to 44,20400,75000,"49,700",22,0
TH-104293,19/05/2023,auto,Bangkok,51,45 to 54,9100,15000,"4,800",0,0
TH-104294,14/11/2023,personal,North,41,35 to 44,12400,18000,"14,400",26,0
TH-104295,08/01/2025,auto,Central,44,35 to 44,28600,122000,"96,900",34,1
TH-104296,29/07/2023,personal,Central,43,35 to 44,27800,77000,"20,000",0,0
TH-104297,04/03/2025,home_improvement,Bangkok,54,45 to 54,27600,34000,"16,300",0,0
TH-104298,11/07/2024,auto,Central,44,35 to 44,9000,15000,"9,200",0,0
TH-104299,16/08/2023,personal,Central,48,45 to 54,12100,18000,"8,100",0,0
TH-104300,14/10/2024,motorcycle,Central,29,25 to 34,12800,50000,"31,900",28,0
TH-104301,10/05/2024,title_loan,Central,31,25 to 34,13700,26000,"8,800",29,0
TH-104302,26/02/2024,auto,South,33,25 to 34,11100,34000,"15,900",0,0
TH-104303,23/05/2024,personal,Northeast,25,25 to 34,35400,154000,"71,900",19,0
TH-104304,27/08/2023,title_loan,Bangkok,26,25 to 34,37500,60000,"50,000",6,0
TH-104305,05/12/2024,home_improvement,North,50,45 to 54,14300,51000,"16,900",0,0
TH-104306,05/01/2023,motorcycle,Bangkok,49,45 to 54,19700,43000,"20,400",7,0
TH-104307,05/07/2024,home_improvement,North,30,25 to 34,13700,32000,"26,800",0,0
TH-104308,26/06/2024,title_loan,Bangkok,25,25 to 34,16000,32000,"18,600",0,0
TH-104309,04/06/2024,motorcycle,Bangkok,26,25 to 34,18900,34000,"24,800",0,0
TH-104310,12/05/2024,motorcycle,Bangkok,48,45 to 54,15800,83000,"52,300",0,0
TH-104311,28/01/2025,auto,Central,21,Under 25,40400,137000,"53,100",142,1
TH-104312,18/07/2023,motorcycle,Northeast,41,35 to 44,53200,121000,"20,400",0,0
TH-104313,05/03/2023,auto,Central,37,35 to 44,17300,29000,"19,800",99,1
TH-104314,10/03/2025,home_improvement,Northeast,44,35 to 44,,76000,"33,800",0,0
TH-104315,26/07/2024,motorcycle,North,32,25 to 34,24000,62000,"14,000",0,0
TH-104316,17/05/2023,home_improvement,Northeast,30,25 to 34,18800,66000,"42,600",0,0
TH-104317,09/01/2024,motorcycle,North,31,25 to 34,31100,123000,"80,400",0,0
TH-104318,27/04/2024,auto,South,54,45 to 54,18500,40000,"26,600",0,0
TH-104319,08/02/2025,auto,Central,53,45 to 54,55800,134000,"64,900",0,0
TH-104320,11/02/2025,title_loan,Central,53,45 to 54,31000,54000,"46,000",0,0
TH-104321,25/12/2023,motorcycle,Central,42,35 to 44,39800,110000,"73,600",0,0
TH-104322,04/05/2024,auto,Central,25,25 to 34,14200,19000,"16,600",0,0
TH-104323,16/07/2024,personal,South,34,25 to 34,55200,176000,"80,400",0,0
TH-104324,03/09/2024,personal,Central,33,25 to 34,16000,61000,"45,000",0,0
TH-104325,28/02/2024,personal,Bangkok,31,25 to 34,22200,39000,"26,900",0,0
TH-104326,16/07/2024,motorcycle,Northeast,34,25 to 34,81600,192000,"150,400",0,0
TH-104327,22/09/2024,title_loan,North,29,25 to 34,,38000,"17,300",0,0
TH-104328,11/02/2023,auto,Northeast,29,25 to 34,9000,23000,"12,000",0,0
TH-104329,22/11/2023,auto,Northeast,44,35 to 44,19500,44000,"30,000",0,0
TH-104330,30/12/2023,motorcycle,Central,37,35 to 44,25700,55000,"12,400",0,0
TH-104331,11/10/2024,personal,Northeast,33,25 to 34,14500,42000,"27,000",0,0
TH-104332,26/10/2024,auto,Northeast,51,45 to 54,29400,101000,"12,900",0,0
TH-104333,10/04/2023,motorcycle,Bangkok,32,25 to 34,12200,73000,"27,300",0,0
TH-104334,03/03/2025,motorcycle,South,33,25 to 34,34000,106000,"40,000",0,0
TH-104335,08/11/2024,motorcycle,Bangkok,39,35 to 44,24500,50000,"42,000",0,0
TH-104336,17/08/2023,home_improvement,Bangkok,25,25 to 34,9000,33000,"16,400",0,0
TH-104337,14/09/2024,personal,Bangkok,34,25 to 34,9000,24000,"19,900",0,0
TH-104338,08/05/2023,title_loan,Central,33,25 to 34,,135000,"90,000",0,0
TH-104339,05/12/2023,personal,Bangkok,29,25 to 34,17500,29000,"23,700",0,0
TH-104340,11/07/2024,motorcycle,Central,29,25 to 34,21300,63000,"25,600",23,0
TH-104341,22/07/2024,motorcycle,Central,33,25 to 34,15200,51000,"13,300",0,0
TH-104342,27/08/2024,personal,Northeast,43,35 to 44,11800,54000,"40,600",0,0
TH-104343,14/05/2024,motorcycle,North,42,35 to 44,25000,65000,"24,500",0,0
TH-104344,23/09/2024,personal,North,35,35 to 44,,80000,"74,400",143,1
TH-104345,09/01/2023,auto,Central,39,35 to 44,25700,56000,"20,700",0,0
TH-104346,31/08/2024,title_loan,Bangkok,38,35 to 44,11200,15000,"8,000",22,0
TH-104347,02/06/2025,title_loan,Central,30,25 to 34,,40000,"26,500",0,0
TH-104348,19/11/2023,motorcycle,Bangkok,22,Under 25,23300,45000,"29,600",66,1
TH-104349,15/02/2023,title_loan,Bangkok,21,Under 25,39200,130000,"80,200",0,0
TH-104350,30/11/2024,motorcycle,Central,22,Under 25,76000,358000,"161,000",21,0
TH-104351,22/08/2023,motorcycle,North,27,25 to 34,12500,28000,"26,700",22,0
TH-104352,03/08/2023,motorcycle,South,26,25 to 34,,43000,"20,000",0,0
TH-104353,24/01/2024,motorcycle,Bangkok,23,Under 25,21000,49000,"35,000",0,0
TH-104354,20/01/2024,motorcycle,South,49,45 to 54,,94000,"62,400",0,0
TH-104355,26/06/2024,auto,North,28,25 to 34,24200,58000,"46,100",0,0
TH-104356,07/05/2023,personal,Bangkok,39,35 to 44,26400,119000,"55,400",0,0
TH-104357,06/05/2025,auto,Central,36,35 to 44,27000,82000,"46,200",0,0
TH-104358,18/11/2023,motorcycle,Central,28,25 to 34,19500,55000,"26,000",0,0
TH-104359,26/07/2024,motorcycle,Bangkok,38,35 to 44,17900,72000,"36,200",0,0
TH-104360,23/02/2024,title_loan,Bangkok,29,25 to 34,13700,55000,,0,0
TH-104361,25/10/2023,title_loan,Bangkok,50,45 to 54,,90000,"74,800",0,0
TH-104362,14/06/2025,motorcycle,Northeast,35,35 to 44,22700,38000,"35,300",0,0
TH-104363,02/01/2024,home_improvement,Central,41,35 to 44,23300,153000,"22,500",10,0
TH-104364,01/02/2023,personal,Central,42,35 to 44,23900,42000,"19,000",0,0
TH-104365,21/05/2023,title_loan,Northeast,51,45 to 54,9000,18000,"10,400",0,0
TH-104366,01/04/2025,auto,Bangkok,56,55 and over,10300,21000,"5,800",119,1
TH-104367,19/12/2023,motorcycle,Central,30,25 to 34,26300,58000,"42,400",0,0
TH-104368,24/08/2024,title_loan,Central,35,35 to 44,9000,15000,"9,800",0,0
TH-104369,26/11/2023,motorcycle,Bangkok,51,45 to 54,10000,28000,"27,100",8,0
TH-104370,02/08/2024,home_improvement,North,30,25 to 34,11200,20000,"6,700",0,0
TH-104371,12/06/2025,title_loan,Northeast,27,25 to 34,16800,38000,"13,100",0,0
TH-104372,18/12/2023,motorcycle,Bangkok,24,Under 25,25500,98000,"61,700",0,0
TH-104373,08/07/2023,motorcycle,Bangkok,38,35 to 44,25000,38000,"24,600",15,0
TH-104374,24/01/2024,motorcycle,Northeast,42,35 to 44,20900,57000,"17,300",35,1
TH-104375,07/03/2023,motorcycle,Northeast,35,35 to 44,33800,56000,"37,800",0,0
TH-104376,17/02/2023,home_improvement,Northeast,28,25 to 34,59700,96000,"67,100",0,0
TH-104377,11/11/2023,motorcycle,Northeast,49,45 to 54,16700,45000,,0,0
TH-104378,17/02/2024,motorcycle,North,46,45 to 54,35300,76000,"33,500",0,0
TH-104379,08/05/2025,personal,Northeast,32,25 to 34,27500,44000,"13,400",0,0
TH-104380,11/12/2023,title_loan,Bangkok,21,Under 25,17600,33000,"6,500",0,0
TH-104381,13/04/2024,home_improvement,Central,54,45 to 54,37700,107000,"79,600",0,0
TH-104382,23/10/2023,personal,Northeast,43,35 to 44,50300,191000,"65,000",0,0
TH-104383,06/08/2024,personal,North,31,25 to 34,25700,97000,"70,900",0,0
TH-104384,12/05/2025,auto,Bangkok,35,35 to 44,12400,30000,"13,300",0,0
TH-104385,04/12/2024,auto,Central,30,25 to 34,14100,31000,"18,500",0,0
TH-104386,21/10/2023,motorcycle,North,28,25 to 34,13000,32000,"8,800",0,0
TH-104387,13/03/2025,personal,Bangkok,41,35 to 44,,19000,"3,200",0,0
TH-104388,09/03/2023,motorcycle,North,53,45 to 54,20300,24000,"18,200",0,0
TH-104389,13/02/2025,personal,North,45,45 to 54,43700,143000,"114,600",0,0
TH-104390,27/03/2024,personal,Northeast,53,45 to 54,20900,23000,"15,900",116,1
TH-104391,28/12/2023,motorcycle,South,39,35 to 44,10400,16000,"12,400",0,0
TH-104392,27/07/2024,auto,South,25,25 to 34,23400,69000,"18,200",0,0
TH-104393,16/12/2023,motorcycle,North,31,25 to 34,21200,50000,"32,100",0,0
TH-104394,09/03/2023,auto,North,31,25 to 34,62800,144000,"59,500",0,0
TH-104395,07/06/2023,motorcycle,Central,41,35 to 44,24500,101000,"80,300",0,0
TH-104396,22/07/2024,personal,North,40,35 to 44,22800,74000,"20,800",0,0
TH-104397,01/04/2023,title_loan,Bangkok,28,25 to 34,23800,48000,"20,200",0,0
TH-104398,15/04/2023,motorcycle,Central,28,25 to 34,,45000,"38,500",0,0
TH-104399,19/06/2023,personal,Bangkok,26,25 to 34,30800,66000,"57,600",0,0
TH-104400,02/01/2023,motorcycle,Bangkok,42,35 to 44,,48000,"7,600",0,0
TH-104401,05/01/2025,motorcycle,Central,26,25 to 34,23500,30000,"22,600",0,0
TH-104402,10/02/2025,personal,Central,35,35 to 44,30500,83000,"61,100",0,0
TH-104403,16/04/2023,personal,South,23,Under 25,17300,45000,"31,300",0,0
TH-104404,14/04/2025,home_improvement,Bangkok,25,25 to 34,31700,54000,"28,100",0,0
TH-104405,31/10/2023,motorcycle,Northeast,34,25 to 34,31300,48000,"19,900",0,0
TH-104406,15/01/2023,home_improvement,Bangkok,22,Under 25,34100,87000,"49,000",19,0
TH-104407,08/01/2023,personal,North,31,25 to 34,18100,29000,"15,400",0,0
TH-104408,07/09/2023,auto,Central,24,Under 25,15900,103000,"35,800",0,0
TH-104409,26/04/2023,auto,Bangkok,35,35 to 44,43200,70000,"23,000",0,0
TH-104410,21/02/2023,auto,North,42,35 to 44,22200,58000,"31,600",0,0
TH-104411,24/12/2023,personal,Bangkok,53,45 to 54,31000,222000,"82,600",0,0
TH-104412,12/02/2023,auto,South,33,25 to 34,17200,42000,"25,300",0,0
TH-104413,11/11/2023,auto,Bangkok,40,35 to 44,14700,42000,"17,900",27,0
TH-104414,13/04/2023,personal,Central,28,25 to 34,15400,53000,"42,700",0,0
TH-104415,14/02/2025,home_improvement,Bangkok,23,Under 25,40800,67000,"45,700",0,0
TH-104416,28/08/2024,motorcycle,Bangkok,24,Under 25,22300,45000,"19,300",0,0
TH-104417,16/01/2024,personal,South,40,35 to 44,16700,75000,"20,200",0,0
TH-104418,11/10/2024,personal,Bangkok,48,45 to 54,39000,62000,"39,400",0,0
TH-104419,28/06/2024,personal,Bangkok,23,Under 25,76800,151000,,0,0
TH-104420,20/09/2023,personal,Bangkok,32,25 to 34,9700,47000,"45,100",0,0
TH-104421,16/05/2024,auto,South,51,45 to 54,,35000,"17,300",0,0
TH-104422,08/06/2023,personal,Northeast,40,35 to 44,14500,30000,"16,500",0,0
TH-104423,12/12/2023,personal,North,32,25 to 34,18500,59000,"48,300",0,0
TH-104424,21/04/2025,auto,South,47,45 to 54,,20000,"5,100",0,0
TH-104425,12/07/2023,personal,Central,43,35 to 44,9000,20000,"9,200",0,0
TH-104426,12/09/2024,title_loan,Northeast,28,25 to 34,17400,20000,"15,000",0,0
TH-104427,23/08/2024,home_improvement,Bangkok,25,25 to 34,,25000,"21,300",0,0
TH-104428,20/10/2023,auto,Bangkok,24,Under 25,15600,53000,"22,100",22,0
TH-104429,23/11/2024,home_improvement,Northeast,25,25 to 34,22300,54000,,0,0
TH-104430,10/01/2025,motorcycle,Central,28,25 to 34,9700,24000,"14,100",0,0
TH-104431,18/07/2023,motorcycle,Central,38,35 to 44,27700,55000,"9,200",0,0
TH-104432,25/10/2024,personal,North,45,45 to 54,11000,26000,"7,500",0,0
TH-104433,07/04/2025,motorcycle,Central,43,35 to 44,22900,108000,"53,200",0,0
TH-104434,23/05/2023,motorcycle,Bangkok,33,25 to 34,16600,34000,"14,500",0,0
TH-104435,08/10/2024,auto,Central,54,45 to 54,21100,51000,"27,500",0,0
TH-104436,09/08/2023,home_improvement,Bangkok,33,25 to 34,,22000,"8,100",0,0
TH-104437,22/02/2024,auto,Northeast,48,45 to 54,,62000,"40,500",148,1
TH-104438,22/10/2024,auto,Central,35,35 to 44,38900,103000,"54,600",0,0
TH-104439,03/01/2025,personal,Central,21,Under 25,35300,87000,,0,0
TH-104440,11/05/2024,personal,Bangkok,43,35 to 44,12500,56000,"49,300",0,0
TH-104441,13/07/2023,motorcycle,North,22,Under 25,,28000,"24,300",0,0
TH-104442,05/01/2025,auto,Central,29,25 to 34,,58000,"24,500",0,0
TH-104443,02/05/2025,motorcycle,Bangkok,40,35 to 44,22000,85000,"64,900",0,0
TH-104444,19/01/2024,personal,North,37,35 to 44,61100,83000,"41,700",0,0
TH-104445,19/07/2024,motorcycle,North,22,Under 25,14300,37000,"15,100",18,0
TH-104446,18/10/2023,personal,South,35,35 to 44,31900,98000,,0,0
TH-104447,15/08/2024,home_improvement,Bangkok,35,35 to 44,14400,31000,"11,500",0,0
TH-104448,10/02/2023,personal,Northeast,36,35 to 44,27300,87000,"52,800",0,0
TH-104449,21/02/2023,motorcycle,North,22,Under 25,12300,17000,"6,500",0,0
TH-104450,13/04/2023,home_improvement,North,25,25 to 34,9000,29000,"19,300",0,0
TH-104451,14/04/2024,home_improvement,Northeast,51,45 to 54,,82000,"51,100",0,0
TH-104452,09/12/2024,home_improvement,South,22,Under 25,,73000,"50,100",0,0
TH-104453,19/01/2024,personal,North,28,25 to 34,23000,74000,"36,600",0,0
TH-104454,29/11/2023,auto,Bangkok,43,35 to 44,21100,50000,"32,900",9,0
TH-104455,01/12/2023,motorcycle,Northeast,38,35 to 44,15000,30000,"6,800",0,0
TH-104456,25/10/2024,personal,North,32,25 to 34,,297000,"243,200",0,0
TH-104457,25/04/2025,motorcycle,Bangkok,21,Under 25,24200,62000,"37,800",0,0
TH-104458,29/04/2025,home_improvement,South,49,45 to 54,25100,38000,"24,400",0,0
TH-104459,05/01/2023,motorcycle,Bangkok,38,35 to 44,14800,54000,"36,100",0,0
TH-104460,28/09/2023,home_improvement,North,23,Under 25,35000,141000,"68,200",0,0
TH-104461,31/01/2023,personal,Bangkok,35,35 to 44,,59000,,0,0
TH-104462,22/09/2024,motorcycle,Bangkok,26,25 to 34,9000,15000,"10,900",0,0
TH-104463,23/12/2024,motorcycle,Bangkok,31,25 to 34,,55000,"26,700",0,0
TH-104464,11/02/2025,home_improvement,South,34,25 to 34,15800,24000,"21,600",0,0
TH-104465,28/05/2023,auto,Bangkok,33,25 to 34,52000,109000,"52,100",0,0
TH-104466,09/02/2023,motorcycle,Northeast,35,35 to 44,44600,195000,,0,0
TH-104467,27/11/2023,auto,Bangkok,52,45 to 54,9200,30000,"13,700",0,0
TH-104468,23/01/2023,title_loan,Bangkok,49,45 to 54,29500,55000,"35,600",0,0
TH-104469,08/04/2024,personal,Northeast,33,25 to 34,26100,39000,"5,100",0,0
TH-104470,10/02/2025,home_improvement,North,22,Under 25,14500,33000,"20,300",0,0
TH-104471,08/03/2023,motorcycle,North,29,25 to 34,10900,18000,"12,100",0,0
TH-104472,15/04/2023,motorcycle,Bangkok,37,35 to 44,28600,118000,"36,500",0,0
TH-104473,25/03/2023,auto,Bangkok,22,Under 25,22000,42000,"17,700",0,0
TH-104474,14/06/2025,personal,North,30,25 to 34,13400,58000,"30,300",23,0
TH-104475,01/06/2024,home_improvement,Northeast,24,Under 25,,64000,"27,600",88,1
TH-104476,10/03/2023,motorcycle,Bangkok,30,25 to 34,12700,20000,"8,200",0,0
TH-104477,08/01/2023,motorcycle,Bangkok,49,45 to 54,22500,97000,"63,800",4,0
TH-104478,27/04/2025,personal,Northeast,36,35 to 44,11500,26000,"18,700",0,0
TH-104479,18/02/2025,motorcycle,North,29,25 to 34,16600,80000,"50,100",0,0
TH-104480,11/07/2023,personal,North,31,25 to 34,28500,135000,"101,800",35,1
TH-104481,03/02/2025,home_improvement,Northeast,37,35 to 44,12300,57000,"7,000",0,0
TH-104482,07/01/2024,motorcycle,North,21,Under 25,25300,48000,"30,500",0,0
TH-104483,28/04/2024,personal,Bangkok,38,35 to 44,20800,40000,"22,400",0,0
TH-104484,26/04/2025,personal,Bangkok,44,35 to 44,49000,186000,"89,100",0,0
TH-104485,03/12/2024,auto,North,48,45 to 54,35600,63000,"34,600",0,0
TH-104486,08/04/2024,auto,Northeast,37,35 to 44,9000,16000,"7,000",0,0
TH-104487,29/08/2024,auto,North,28,25 to 34,30700,65000,"35,900",0,0
TH-104488,17/04/2023,home_improvement,Central,31,25 to 34,,104000,"63,100",0,0
TH-104489,18/08/2023,auto,Central,37,35 to 44,50900,40000,"30,700",0,0
TH-104490,09/12/2024,auto,Bangkok,22,Under 25,17600,73000,"55,900",105,1
TH-104491,14/02/2024,personal,Bangkok,30,25 to 34,14100,59000,"22,900",0,0
TH-104492,29/06/2024,personal,Bangkok,21,Under 25,32500,53000,"48,500",19,0
TH-104493,01/10/2024,personal,Bangkok,46,45 to 54,13600,20000,"10,200",0,0
TH-104494,04/12/2023,motorcycle,Bangkok,26,25 to 34,38100,57000,"19,400",0,0
TH-104495,16/01/2025,title_loan,South,33,25 to 34,,75000,"66,200",0,0
TH-104496,04/04/2024,motorcycle,Central,37,35 to 44,9000,15000,"9,300",0,0
TH-104497,24/09/2024,personal,North,21,Under 25,43400,104000,"9,100",52,1
TH-104498,05/05/2023,personal,Central,48,45 to 54,16300,28000,"17,700",0,0
TH-104499,25/07/2023,auto,Central,28,25 to 34,27500,66000,"50,600",0,0
TH-104500,23/04/2023,personal,Northeast,27,25 to 34,18200,90000,"69,000",0,0
TH-104501,22/03/2024,auto,South,31,25 to 34,9000,29000,"4,200",18,0
TH-104502,22/01/2023,motorcycle,Central,43,35 to 44,27200,53000,"38,600",0,0
TH-104503,05/03/2024,home_improvement,Bangkok,25,25 to 34,18800,82000,"73,700",0,0
TH-104504,26/08/2023,motorcycle,North,35,35 to 44,30500,80000,"47,900",0,0
TH-104505,29/07/2023,auto,Northeast,54,45 to 54,38200,176000,"91,800",0,0
TH-104506,19/04/2023,personal,North,21,Under 25,9900,15000,"9,000",0,0
TH-104507,12/04/2024,motorcycle,North,23,Under 25,42300,192000,"106,000",125,1
TH-104508,06/06/2024,motorcycle,Bangkok,21,Under 25,11200,18000,"5,700",0,0
TH-104509,28/11/2023,auto,North,40,35 to 44,14200,51000,"19,600",0,0
TH-104510,25/11/2024,personal,South,44,35 to 44,,62000,"50,600",0,0
TH-104511,26/11/2023,title_loan,Central,22,Under 25,9600,15000,"12,100",0,0
TH-104512,15/02/2023,motorcycle,Bangkok,43,35 to 44,25800,49000,"36,000",33,1
TH-104513,26/08/2024,auto,North,25,25 to 34,66700,166000,"89,300",0,0
TH-104514,15/02/2024,auto,Bangkok,50,45 to 54,,70000,,0,0
TH-104515,07/08/2024,title_loan,North,27,25 to 34,,61000,"47,700",0,0
TH-104516,17/03/2025,auto,Bangkok,38,35 to 44,29200,131000,"102,000",2,0
TH-104517,07/11/2024,motorcycle,Northeast,39,35 to 44,15700,33000,"18,000",0,0
TH-104518,09/06/2024,auto,North,27,25 to 34,,46000,"22,300",0,0
TH-104519,12/10/2023,auto,Northeast,24,Under 25,20700,37000,"18,600",0,0
TH-104520,07/01/2023,auto,Northeast,24,Under 25,31600,91000,"57,000",0,0
TH-104521,07/05/2023,personal,Bangkok,21,Under 25,17700,20000,"9,000",0,0
TH-104522,01/04/2023,home_improvement,North,32,25 to 34,13000,20000,"14,400",0,0
TH-104523,21/01/2024,auto,Northeast,27,25 to 34,29100,45000,"35,100",0,0
TH-104524,24/10/2024,home_improvement,Bangkok,53,45 to 54,12300,44000,"34,600",0,0
TH-104525,13/01/2024,auto,Bangkok,39,35 to 44,,90000,"25,200",14,0
TH-104526,25/08/2024,title_loan,Central,37,35 to 44,9800,25000,"16,400",0,0
TH-104527,26/02/2023,motorcycle,Bangkok,32,25 to 34,26200,72000,"66,400",0,0
TH-104528,05/01/2023,motorcycle,South,48,45 to 54,21000,37000,"20,700",0,0
TH-104529,24/10/2024,auto,Bangkok,21,Under 25,52600,80000,"28,300",0,0
TH-104530,19/04/2024,motorcycle,South,27,25 to 34,21100,19000,"14,100",0,0
TH-104531,04/10/2023,personal,North,29,25 to 34,,66000,"59,600",0,0
TH-104532,29/06/2024,motorcycle,North,51,45 to 54,16200,38000,"20,500",0,0
TH-104533,15/09/2023,motorcycle,Central,29,25 to 34,,123000,"57,100",12,0
TH-104534,31/10/2023,motorcycle,Bangkok,46,45 to 54,59600,158000,"73,500",115,1
TH-104535,22/04/2023,motorcycle,Bangkok,24,Under 25,20500,42000,"25,600",0,0
TH-104536,07/08/2023,home_improvement,Northeast,29,25 to 34,13500,76000,"43,800",0,0
TH-104537,11/12/2023,motorcycle,Central,32,25 to 34,9000,28000,"24,300",0,0
TH-104538,04/11/2023,home_improvement,Northeast,26,25 to 34,25100,52000,"17,400",0,0
TH-104539,26/08/2023,motorcycle,South,34,25 to 34,21200,121000,"69,800",0,0
TH-104540,24/01/2024,motorcycle,North,44,35 to 44,18500,46000,"28,700",0,0
TH-104541,15/04/2023,motorcycle,North,29,25 to 34,20500,68000,"57,100",0,0
TH-104542,28/02/2025,auto,North,39,35 to 44,32200,195000,"119,700",0,0
TH-104543,27/09/2023,home_improvement,Central,50,45 to 54,23100,51000,"3,100",0,0
TH-104544,27/05/2025,home_improvement,Bangkok,24,Under 25,17800,31000,"8,700",0,0
TH-104545,08/01/2024,motorcycle,Bangkok,30,25 to 34,23300,127000,"82,900",0,0
TH-104546,09/03/2025,motorcycle,Bangkok,42,35 to 44,24400,72000,"43,800",0,0
TH-104547,21/07/2024,auto,Northeast,23,Under 25,,66000,"43,400",0,0
TH-104548,26/06/2023,motorcycle,Northeast,28,25 to 34,36500,145000,"57,800",40,1
TH-104549,21/06/2024,motorcycle,North,52,45 to 54,74600,298000,"245,800",0,0
TH-104550,18/02/2023,title_loan,North,44,35 to 44,25400,20000,"2,700",0,0
TH-104551,16/07/2023,personal,Bangkok,25,25 to 34,77000,281000,"186,400",15,0
TH-104552,03/04/2023,motorcycle,Northeast,47,45 to 54,27100,38000,"34,100",0,0
TH-104553,14/06/2024,motorcycle,Central,43,35 to 44,31700,94000,"75,500",4,0
TH-104554,19/03/2024,home_improvement,Northeast,45,45 to 54,15500,77000,"62,900",0,0
TH-104555,05/07/2023,motorcycle,South,27,25 to 34,16700,86000,,73,1
TH-104556,26/01/2025,motorcycle,Bangkok,39,35 to 44,13900,27000,"22,200",0,0
TH-104557,02/05/2025,motorcycle,Northeast,22,Under 25,34700,64000,"31,000",24,0
TH-104558,05/10/2023,motorcycle,Bangkok,35,35 to 44,9000,22000,"10,100",0,0
TH-104559,22/09/2024,personal,South,22,Under 25,33900,111000,"57,700",0,0
TH-104560,03/03/2024,auto,Northeast,39,35 to 44,24400,34000,"32,400",0,0
TH-104561,24/09/2024,auto,Bangkok,33,25 to 34,21100,55000,"26,100",0,0
TH-104562,14/02/2024,personal,Northeast,54,45 to 54,23200,31000,"22,000",0,0
TH-104563,11/10/2024,motorcycle,South,27,25 to 34,23400,44000,"30,000",0,0
TH-104564,03/08/2024,personal,Bangkok,37,35 to 44,11600,18000,"9,300",0,0
TH-104565,28/04/2023,personal,Northeast,49,45 to 54,9000,37000,"16,800",0,0
TH-104566,19/04/2023,personal,North,39,35 to 44,25200,51000,"36,000",0,0
TH-104567,04/10/2024,personal,Bangkok,58,55 and over,9000,29000,"28,200",0,0
TH-104568,31/01/2024,auto,Central,28,25 to 34,20500,64000,"34,300",16,0
TH-104569,15/09/2023,personal,Northeast,44,35 to 44,9600,25000,"18,800",0,0
TH-104570,28/10/2024,home_improvement,Northeast,22,Under 25,18600,18000,"12,800",0,0
TH-104571,01/11/2024,auto,North,33,25 to 34,,51000,"15,900",0,0
TH-104572,23/01/2024,personal,Northeast,44,35 to 44,27400,56000,"16,800",0,0
TH-104573,02/05/2023,auto,Bangkok,29,25 to 34,40100,76000,"64,600",0,0
TH-104574,26/03/2025,motorcycle,Bangkok,45,45 to 54,24800,125000,"103,100",0,0
TH-104575,29/01/2024,motorcycle,South,33,25 to 34,52900,400000,"354,000",39,1
TH-104576,22/05/2024,auto,Bangkok,23,Under 25,14500,25000,"18,700",0,0
TH-104577,04/08/2023,auto,North,39,35 to 44,11600,24000,"13,000",0,0
TH-104578,28/08/2024,personal,Central,44,35 to 44,28100,97000,"35,500",135,1
TH-104579,07/04/2024,motorcycle,Central,36,35 to 44,13800,22000,"6,900",0,0
TH-104580,01/04/2024,motorcycle,Central,32,25 to 34,35400,57000,"35,900",8,0
TH-104581,26/11/2023,home_improvement,Northeast,25,25 to 34,17300,37000,"22,100",29,0
TH-104582,25/03/2025,personal,Northeast,23,Under 25,29300,76000,"25,000",61,1
TH-104583,10/02/2024,home_improvement,Northeast,54,45 to 54,40000,100000,"57,100",0,0
TH-104584,15/11/2023,personal,Central,53,45 to 54,12100,59000,"31,000",0,0
TH-104585,17/10/2023,personal,Central,32,25 to 34,21600,60000,"45,400",0,0
TH-104586,18/02/2023,auto,South,35,35 to 44,14600,53000,"44,700",0,0
TH-104587,25/06/2024,motorcycle,Central,44,35 to 44,11000,39000,"24,700",0,0
TH-104588,19/10/2024,personal,Bangkok,35,35 to 44,15400,47000,"19,800",0,0
