account_id,bureau_pull_date,bureau_score,active_facilities,total_outstanding,worst_status_12m,enquiries_6m
A109702,2022-06-20,782,3,132426,2,0
A109703,2022-07-23,850,3,270866,0,0
A109704,2025-05-14,850,1,78386,0,0
A109705,2025-08-20,720,1,901055,0,0
A109706,2024-06-30,657,0,82036,0,0
A109707,2022-06-21,778,2,282438,0,0
A109708,2025-10-10,763,2,44877,1,0
A109710,2022-09-10,696,2,45338,0,0
A109711,2024-04-13,664,4,194747,0,1
A109712,2025-08-28,839,1,141565,0,0
A109713,2023-05-17,657,4,156470,0,0
A109714,2025-03-12,711,4,50456,2,0
A109715,2022-06-22,716,1,225897,0,0
A109716,2022-07-10,745,2,156030,1,0
A109717,2025-05-29,585,3,188540,1,0
A109718,2023-08-12,799,2,373559,0,0
A109719,2023-05-15,776,0,192749,0,0
A109721,2022-05-07,850,1,134045,0,0
A109722,2024-05-28,749,2,538131,0,1
A109724,2022-01-23,826,3,121685,0,0
A109725,2022-01-04,723,3,193392,0,0
A109726,2023-07-26,687,0,178837,0,0
A109727,2023-10-23,784,1,119023,2,0
A109728,2023-06-13,737,3,93952,0,0
A109729,2023-06-28,780,0,150684,0,0
A109730,2022-09-12,850,5,61320,0,0
A109731,2023-04-17,660,5,214149,0,0
A109732,2022-01-17,701,2,206679,1,0
A109733,2022-10-31,850,2,160162,2,0
A109735,2023-08-06,850,1,35654,0,0
A109736,2024-11-25,850,3,123363,0,0
A109736,2024-10-26,830,4,271817,0,1
A109737,2023-03-31,775,2,177653,0,0
A109738,2024-03-31,850,2,50006,3,0
A109739,2022-11-03,729,5,363664,0,0
A109740,2022-07-18,746,4,44137,0,1
A109741,2023-02-24,765,2,321594,1,0
A109742,2023-09-01,687,2,37687,0,0
A109743,2022-04-12,850,1,91164,2,0
A109744,2022-07-10,777,5,38562,1,0
A109745,2023-12-17,730,0,83927,0,0
A109746,2025-01-29,715,3,118299,1,1
A109747,2022-01-16,850,0,1331215,1,0
A109748,2022-09-19,850,3,123143,0,1
A109750,2024-09-08,850,4,296817,1,0
A109751,2022-05-20,829,0,54223,0,0
A109752,2023-05-04,664,2,87083,0,0
A109753,2025-12-12,850,2,199001,0,0
A109754,2024-02-08,804,2,472610,0,0
A109755,2023-04-13,699,3,468252,0,2
A109756,2024-02-19,661,3,302288,0,0
A109757,2025-03-07,833,0,335752,1,1
A109758,2023-08-11,850,4,257948,0,0
A109759,2023-11-16,837,2,244424,0,0
A109761,2025-03-30,850,3,226010,0,0
A109762,2025-09-22,741,4,105206,0,0
A109763,2023-01-10,788,2,200760,0,0
A109764,2024-07-22,769,2,1500210,0,0
A109765,2024-06-28,781,3,1010766,1,0
A109766,2022-11-09,850,4,451304,0,0
A109766,2022-10-07,768,3,108000,0,0
A109767,2022-10-30,850,3,155189,0,0
A109768,2025-05-07,772,2,706893,0,0
A109769,2022-10-06,850,3,254367,1,0
A109771,2024-01-18,762,0,737457,3,1
A109772,2022-12-02,801,3,1131008,1,0
A109773,2023-06-09,850,1,139131,0,0
A109775,2022-03-29,666,0,83001,3,0
A109776,2023-09-25,767,2,144874,1,0
A109777,2024-03-22,771,4,2037348,0,1
A109778,2023-11-29,706,0,872823,2,0
A109778,2023-10-30,850,1,90557,0,0
A109779,2022-09-06,850,3,457550,0,0
A109780,2022-08-04,850,4,678430,2,1
A109781,2025-01-25,850,3,456089,0,0
A109782,2022-08-15,827,0,368725,0,0
A109784,2024-08-06,690,2,109304,0,0
A109785,2022-09-12,645,0,39735,1,0
A109787,2024-01-01,775,0,299001,0,0
A109788,2025-03-10,724,3,116802,0,0
A109790,2023-06-25,749,2,329872,0,0
A109790,2023-05-25,732,2,123264,0,0
A109791,2024-06-05,758,3,55107,2,0
A109792,2024-11-26,582,3,599443,0,0
A109793,2022-03-30,850,2,49613,0,0
A109794,2025-10-11,850,0,49032,0,0
A109795,2024-12-12,850,2,58224,0,0
A109796,2024-02-05,612,2,102386,1,0
A109797,2025-09-03,850,2,1155751,0,0
A109799,2022-07-16,850,1,67357,1,0
A109800,2024-08-14,850,3,173365,2,0
A109801,2023-10-17,849,3,145071,0,0
A109802,2023-04-07,850,3,497022,0,0
A109803,2023-11-04,850,4,67150,1,0
A109804,2025-01-20,698,4,247962,1,0
A109805,2025-05-26,850,1,318439,0,0
A109806,2023-09-18,850,0,236611,0,0
A109807,2022-05-19,751,4,95083,2,0
A109808,2023-02-28,764,5,282414,0,0
A109809,2025-08-14,714,2,247648,0,0
A109810,2025-08-02,850,7,371188,2,0
A109811,2024-10-23,662,3,986798,0,0
A109812,2024-10-22,850,0,164486,2,0
A109813,2022-04-19,850,0,86290,0,0
A109814,2022-06-11,850,1,204577,0,0
A109815,2023-02-17,837,0,37749,0,0
A109816,2023-11-25,717,1,50501,1,0
A109817,2023-04-16,830,1,257341,0,0
A109818,2022-05-16,638,3,73748,2,0
A109819,2025-01-12,770,4,222646,1,0
A109820,2025-03-09,850,5,72805,0,0
A109821,2024-09-19,850,0,128396,0,0
A109822,2025-09-04,657,0,50349,0,0
A109823,2023-04-12,850,1,178164,0,0
A109824,2023-02-27,850,3,496457,0,0
A109826,2024-08-27,786,0,276342,0,0
A109827,2025-08-30,713,4,211785,1,0
A109828,2025-11-29,850,2,137844,3,0
A109829,2022-03-03,850,1,105417,0,0
A109830,2024-07-03,669,3,134047,0,0
A109831,2022-06-24,850,2,211929,1,0
A109832,2022-02-27,594,0,375314,1,0
A109833,2024-09-30,735,2,103317,0,0
A109834,2023-03-30,644,1,141132,0,0
A109835,2025-05-31,491,2,200008,0,0
A109836,2025-02-05,850,3,197637,3,0
A109837,2023-08-23,609,3,79054,0,0
A109837,2023-07-27,625,0,105952,3,0
A109838,2023-02-21,700,1,644160,0,0
A109839,2022-08-23,619,0,805407,0,0
A109840,2023-05-19,850,1,143989,0,0
A109842,2024-07-18,850,3,313324,0,0
A109843,2023-04-10,812,3,464444,1,0
A109844,2024-10-10,761,0,30497,0,0
A109845,2023-07-16,850,0,128388,2,0
A109846,2022-08-06,617,0,52418,0,0
A109847,2024-07-24,840,4,127434,0,0
A109848,2025-06-01,850,2,182113,0,0
A109849,2022-06-11,764,2,66598,0,0
A109850,2023-12-03,765,2,61073,3,0
A109851,2024-03-10,740,3,195866,0,0
A109852,2023-05-06,610,0,40667,0,0
A109853,2024-07-07,666,4,109833,0,0
A109854,2022-12-12,731,2,341499,0,0
A109855,2024-02-24,807,5,233346,0,0
A109856,2022-05-01,773,1,205047,0,0
A109857,2025-01-14,826,0,139867,0,0
A109858,2022-08-07,850,2,85513,0,0
A109861,2024-01-15,827,2,94032,0,0
A109861,2023-12-15,833,2,191409,1,0
A109862,2024-07-20,838,3,157081,0,0
A109862,2024-06-17,767,5,223531,0,0
A109863,2025-07-13,757,3,326996,0,0
A109864,2024-06-04,802,2,143584,1,0
A109865,2024-03-29,643,3,273265,0,0
A109866,2022-07-11,674,1,120283,0,0
A109867,2024-01-29,717,1,216514,0,0
A109867,2023-12-29,698,1,92991,1,0
A109868,2022-01-02,748,1,70866,2,2
A109869,2022-10-19,850,3,251591,2,0
A109870,2025-04-28,827,3,129433,1,0
A109870,2025-03-30,675,3,55556,0,0
A109871,2025-05-07,562,2,127439,0,0
A109871,2025-04-07,717,2,183786,1,0
A109872,2025-01-20,782,3,303591,2,0
A109873,2022-09-22,663,1,329837,3,0
A109873,2022-08-21,575,2,447932,1,0
A109874,2024-12-30,595,3,233300,0,0
A109875,2025-02-26,760,2,214511,0,0
A109876,2025-03-19,729,4,76583,0,0
A109877,2023-05-01,805,0,45335,0,0
A109878,2023-03-16,774,1,36405,1,0
A109878,2023-02-13,796,3,62215,2,0
A109879,2022-08-12,704,0,235528,0,0
A109880,2022-04-04,843,1,59473,0,0
A109881,2024-03-20,723,2,306938,0,0
A109882,2024-04-14,654,2,218441,0,0
A109883,2023-04-30,850,3,20377,0,0
A109885,2023-01-18,850,4,793682,1,0
A109886,2022-03-22,702,1,132395,0,0
A109887,2024-06-23,825,0,220689,0,0
A109888,2022-01-28,702,2,284369,0,0
A109889,2025-08-14,647,3,42020,0,0
A109890,2022-11-26,719,0,126934,1,0
A109892,2024-06-04,802,3,187077,0,0
A109893,2023-05-12,785,0,659158,0,0
A109894,2025-10-17,715,0,32995,3,0
A109895,2025-12-21,680,0,339733,0,0
A109896,2025-05-02,777,1,284732,0,0
A109897,2023-11-11,838,0,723409,1,0
A109899,2023-07-28,774,2,198166,0,0
A109900,2024-06-22,584,3,374772,0,0
A109901,2025-08-14,662,3,97771,0,0
A109902,2025-12-07,756,1,111840,0,0
A109903,2022-07-06,814,1,323733,2,0
A109904,2024-11-22,562,0,44458,2,0
A109904,2024-10-22,674,2,106443,0,0
A109905,2024-07-18,675,5,73178,0,0
A109906,2025-03-29,821,2,70274,0,0
A109907,2023-07-26,848,2,364620,0,0
A109908,2024-12-25,691,3,73300,0,0
A109909,2024-08-17,850,4,35845,0,0
A109910,2022-09-04,800,4,258504,0,0
A109911,2023-02-01,776,1,124854,0,0
A109912,2025-09-08,764,2,358922,0,0
A109913,2025-03-15,850,1,70119,0,0
A109914,2023-04-12,850,3,96562,0,0
A109915,2024-02-01,650,4,87086,0,0
A109916,2024-07-24,850,5,318213,0,0
A109917,2023-07-01,728,2,59450,0,0
A109918,2024-12-21,850,4,198488,1,0
A109919,2023-02-01,831,0,427425,0,0
A109920,2024-06-10,696,5,95565,1,0
A109921,2025-10-22,850,0,138405,0,0
A109922,2022-12-26,669,2,137651,0,0
A109923,2025-10-14,774,0,629596,0,0
A109925,2024-01-25,850,4,807199,0,2
A109926,2022-06-08,850,3,94607,1,0
A109927,2025-07-31,579,0,294514,0,0
A109927,2025-07-01,777,2,666092,0,0
A109928,2023-05-27,841,2,1193898,1,0
A109929,2024-09-07,725,4,114380,0,0
A109930,2024-07-23,803,0,229562,0,0
A109931,2023-12-06,560,2,50972,1,0
A109932,2024-06-10,800,3,109359,1,0
A109933,2023-09-04,760,3,34120,0,0
A109934,2022-10-12,686,1,387843,0,0
A109935,2023-12-01,746,3,705070,0,0
A109936,2025-03-10,780,3,194475,1,0
A109937,2024-12-06,846,1,133166,0,0
A109937,2024-11-07,850,0,101052,0,0
A109938,2025-08-17,819,2,284259,0,0
A109938,2025-07-17,737,0,350512,1,0
A109940,2024-06-21,834,2,389162,1,0
A109941,2025-12-29,759,1,359913,0,0
A109942,2024-07-10,503,1,147353,0,0
A109943,2025-09-04,630,5,98811,0,0
A109944,2025-10-09,850,2,128796,0,0
A109945,2025-11-16,837,2,191256,0,0
A109946,2023-09-16,850,3,408269,1,0
A109947,2025-07-20,849,0,103759,1,0
A109948,2025-03-16,812,1,319263,0,0
A109949,2022-09-15,740,6,247144,0,0
A109950,2022-05-04,798,2,392490,0,0
A109951,2024-08-15,850,1,58636,0,0
A109952,2022-05-08,809,4,173167,0,0
A109953,2024-09-06,831,0,239545,2,0
A109953,2024-08-07,850,4,311904,0,0
A109954,2025-05-28,850,0,450566,0,0
A109957,2023-12-08,850,2,188543,0,0
A109958,2025-02-11,760,1,55456,0,0
A109959,2025-03-08,754,2,261619,0,0
A109960,2022-07-18,850,2,214827,0,0
A109961,2024-04-10,789,2,102571,0,0
A109962,2024-02-05,850,3,320319,3,0
A109963,2022-03-11,789,1,160805,0,0
A109964,2024-11-30,545,2,87665,0,0
A109965,2023-04-21,690,2,155827,0,1
A109966,2022-08-27,839,0,397041,0,0
A109967,2022-03-01,771,3,186717,0,0
A109968,2022-04-23,850,2,199158,1,0
A109969,2022-11-07,850,0,192230,0,0
A109970,2025-02-03,839,4,166674,0,0
A109971,2023-01-01,780,4,701726,0,0
A109972,2024-09-14,806,2,444096,0,0
A109973,2024-06-16,552,3,134188,1,0
A109974,2025-10-03,727,2,1141259,0,0
A109975,2024-06-26,850,3,40832,0,0
A109976,2025-11-19,618,3,117242,0,0
A109978,2025-07-18,850,3,1238041,0,0
A109979,2022-12-26,768,2,191939,0,0
A109980,2022-05-12,704,2,147471,0,0
A109981,2025-01-24,784,2,509645,0,0
A109982,2024-10-06,626,3,152695,0,0
A109983,2025-05-03,642,1,72985,0,0
A109984,2023-08-11,742,4,611156,0,0
A109985,2022-07-02,762,3,117482,0,0
A109985,2022-06-01,781,2,94794,2,0
A109986,2022-12-14,709,2,79620,0,0
A109990,2025-04-09,798,4,630678,3,0
A109991,2023-12-12,690,6,310518,0,0
A109992,2023-07-10,850,4,162914,0,0
A109993,2021-12-30,757,5,85572,0,0
A109995,2024-02-09,512,1,391262,0,0
A109996,2024-10-02,776,1,133531,2,0
A109997,2023-02-21,705,2,65975,0,0
A109998,2024-06-05,688,0,193062,0,0
A109999,2023-05-24,850,3,53922,1,0
A110000,2023-02-08,708,1,107720,1,0
A110001,2023-06-25,576,3,245184,0,0
A110002,2025-05-12,850,0,49045,0,0
A110003,2023-07-24,850,1,55130,1,0
A110004,2022-11-13,736,1,348708,3,0
A110005,2022-06-22,722,2,53403,0,0
A110006,2023-12-26,816,5,113682,0,0
A110008,2024-05-10,688,6,641474,1,0
A110009,2022-07-03,850,0,149331,0,0
A110010,2022-11-20,793,1,214414,0,0
A110011,2024-12-09,811,1,130224,0,0
A110012,2024-05-21,850,2,224603,0,0
A110013,2025-04-05,708,3,168484,0,0
A110014,2025-06-15,714,1,129791,1,0
A110015,2024-07-17,779,2,88464,0,0
A110016,2023-10-09,850,3,196612,1,0
A110016,2023-09-12,652,3,151496,0,0
A110017,2024-02-02,812,0,55792,1,0
A110018,2025-09-13,720,4,291989,0,0
A110019,2022-07-22,850,0,56878,0,0
A110020,2024-11-15,774,3,78447,0,0
A110022,2022-12-05,850,1,453768,0,0
A110023,2023-02-27,749,1,142907,0,0
A110024,2024-10-08,782,2,96514,2,0
A110025,2025-12-23,777,2,13638,0,0
A110027,2024-11-14,726,4,95448,1,0
A110028,2025-07-01,572,0,95317,0,0
A110029,2024-12-21,850,2,84298,0,0
A110030,2025-04-18,850,1,232878,2,0
A110031,2024-01-26,719,1,711574,0,0
A110033,2024-10-05,850,4,262891,0,0
A110034,2023-12-31,710,3,79516,2,0
A110035,2023-11-16,541,2,159019,0,0
A110036,2022-11-17,748,2,287164,3,0
A110038,2022-01-26,744,4,417219,2,0
A110039,2023-11-17,850,2,168996,0,0
A110039,2023-10-19,794,2,244497,0,2
A110040,2023-08-29,850,2,421915,0,0
A110041,2024-02-07,639,2,93050,0,0
A110042,2024-01-26,850,0,192195,0,0
A110043,2022-10-02,597,4,45778,0,0
A110044,2024-05-26,840,1,254498,0,0
A110045,2023-09-18,801,5,156923,0,0
A110046,2023-12-05,814,3,623142,0,0
A110047,2024-01-26,800,3,128741,3,0
A110048,2024-05-11,530,0,112428,0,0
A110049,2022-09-18,850,2,287279,0,0
A110051,2023-03-25,801,3,135486,0,0
A110052,2022-10-09,843,0,98701,1,0
A110053,2023-12-30,742,3,342006,0,0
A110054,2025-07-09,850,2,478278,2,0
A110055,2025-01-13,850,1,111625,1,0
A110057,2025-07-01,831,1,60372,0,0
A110058,2024-07-25,850,3,55138,0,0
A110060,2023-07-23,755,4,150666,0,0
A110061,2024-10-05,737,4,562934,0,0
A110062,2025-07-13,807,1,50771,0,0
A110063,2025-05-29,850,1,58309,0,0
A110064,2022-02-09,781,0,938291,1,0
A110064,2022-01-12,850,3,129677,0,0
A110065,2024-04-24,725,0,120247,0,1
A110065,2024-03-25,797,2,162345,0,1
A110066,2025-01-10,746,4,36307,0,0
A110067,2024-01-23,850,0,166926,0,0
A110067,2023-12-25,634,2,170179,3,0
A110068,2023-03-02,759,2,65447,0,0
A110069,2022-02-22,850,1,180779,0,0
A110070,2025-08-20,741,2,320293,0,0
A110071,2022-04-11,850,3,114196,0,0
A110072,2024-11-23,650,0,195575,0,0
A110073,2022-03-26,711,3,392163,0,0
A110074,2023-09-13,795,4,944460,0,0
A110074,2023-08-14,696,2,75706,0,0
A110075,2022-05-14,696,2,67545,0,0
A110076,2023-04-01,850,2,334485,1,0
A110077,2023-11-02,685,0,136617,0,0
A110078,2023-11-25,850,4,140784,0,0
A110079,2024-08-28,845,0,98216,0,0
A110080,2025-06-06,841,0,353431,0,0
A110081,2024-06-10,680,2,355844,0,0
A110082,2025-02-05,642,2,37259,0,0
A110083,2025-01-23,756,1,440510,0,0
A110084,2022-10-13,700,1,309279,0,0
A110085,2025-07-26,659,0,549187,0,0
A110086,2022-08-17,850,1,217063,2,0
A110087,2025-10-11,708,2,505421,0,1
A110088,2025-12-12,727,1,104036,0,0
A110089,2022-02-12,850,0,347066,0,0
A110089,2022-01-14,850,0,55725,0,0
A110090,2024-03-01,850,3,87017,0,0
A110091,2024-01-13,771,1,18709,0,0
A110092,2025-11-20,850,3,93241,0,0
A110093,2023-07-23,746,0,69332,0,0
A110094,2022-07-19,740,1,52645,0,0
A110095,2022-04-09,785,4,180693,0,0
A110096,2022-09-05,562,2,224161,0,0
A110097,2025-11-20,704,4,447623,2,0
A110098,2024-05-06,730,0,34739,0,0
A110099,2025-12-25,843,0,176685,0,0
A110101,2024-03-11,835,0,54900,0,0
A110102,2024-03-21,633,1,463521,1,0
A110103,2023-09-19,616,0,567239,0,0
A110104,2022-05-22,736,2,252799,0,0
A110105,2025-02-05,817,4,509810,0,0
A110106,2025-09-26,812,0,131739,0,0
A110107,2025-07-12,666,1,95174,0,0
A110108,2022-07-08,850,2,172750,0,0
A110109,2025-06-29,737,3,91192,0,0
A110110,2022-06-24,653,2,157307,0,0
A110112,2023-09-11,670,3,42632,1,0
A110113,2023-12-24,697,2,184214,0,0
A110114,2022-09-02,780,1,179102,1,0
A110115,2025-04-03,652,0,481140,0,0
A110116,2024-09-19,850,4,77728,0,0
A110117,2022-10-03,795,0,157800,0,0
A110118,2024-03-19,850,1,353177,0,0
A110119,2023-12-17,850,0,59331,2,0
A110120,2024-06-07,850,4,15858,0,0
A110122,2025-05-16,547,1,264057,0,1
A110123,2025-11-29,732,0,65743,1,0
A110124,2025-10-25,756,2,624914,3,0
A110125,2024-04-13,717,1,158263,0,0
A110126,2023-07-17,748,2,642184,0,0
A110127,2024-03-25,761,3,263795,3,0
A110128,2025-11-16,638,2,207452,0,0
A110129,2022-07-07,850,4,161169,0,0
A110130,2022-12-14,850,0,88029,1,0
A110131,2022-08-26,771,0,27249,2,0
A110132,2024-05-01,850,4,257665,1,0
A110133,2024-08-30,850,1,117956,1,0
A110134,2022-04-16,850,0,225664,0,0
A110135,2023-02-14,774,3,136081,1,0
A110136,2024-10-06,672,2,74261,0,1
A110137,2023-09-10,812,0,256892,2,0
A110137,2023-08-13,722,3,558448,1,0
A110138,2025-01-14,665,1,276456,0,0
A110139,2023-03-12,845,2,437050,0,0
A110140,2023-01-26,691,1,112571,0,0
A110141,2025-06-08,722,2,156066,1,0
A110143,2025-05-09,850,1,46152,0,0
A110144,2025-08-27,787,1,88358,0,0
A110145,2024-04-13,788,0,807505,0,0
A110146,2025-03-06,645,1,53144,0,0
A110146,2025-02-04,850,2,171361,0,0
A110147,2024-08-17,669,4,83485,0,0
A110148,2023-06-21,850,4,183101,0,0
A110149,2024-04-21,710,0,143038,0,2
A110150,2024-02-01,850,3,52621,0,0
A110151,2022-07-22,664,4,100073,0,0
A110152,2023-05-26,742,4,168509,1,0
A110154,2022-03-14,652,0,62032,0,0
A110155,2022-11-05,850,2,218510,0,1
A110156,2023-10-21,806,1,83279,0,0
A110157,2025-09-17,850,3,141525,1,0
A110158,2022-04-27,707,5,133754,0,0
A110158,2022-03-30,821,4,123297,0,0
A110159,2022-10-22,670,0,374258,0,0
A110160,2023-10-29,738,1,302167,0,0
A110162,2024-07-29,539,2,57289,0,0
A110163,2024-12-21,640,2,143641,2,0
A110164,2025-11-02,850,3,653062,0,0
A110165,2022-01-19,680,5,160274,0,1
A110165,2021-12-23,593,3,121758,0,1
A110166,2024-01-25,631,1,229987,0,0
A110167,2022-01-01,699,2,56969,3,0
A110169,2022-02-03,639,5,29399,1,0
A110170,2025-06-26,784,0,35985,2,0
A110171,2023-08-27,850,2,245526,0,0
A110172,2022-12-14,850,1,128824,1,0
A110173,2023-09-12,850,2,457486,0,0
A110174,2022-05-16,781,0,212692,0,0
A110175,2023-06-04,811,2,70606,1,0
A110176,2025-10-27,706,2,206012,0,0
A110177,2024-03-29,742,2,118157,0,0
A110177,2024-02-26,850,4,220252,0,0
A110178,2023-04-06,639,2,115969,0,0
A110179,2023-06-06,766,4,161797,1,0
A110180,2025-10-25,729,0,205647,1,0
A110180,2025-09-24,807,0,85651,0,0
A110181,2022-10-10,728,2,241780,0,0
A110182,2025-05-13,774,1,43354,0,0
A110183,2024-06-29,774,2,224572,0,0
A110184,2024-10-22,475,3,222441,0,2
A110185,2022-10-08,686,3,310305,2,0
A110186,2022-12-01,767,1,120127,0,0
A110187,2023-04-14,699,2,280449,0,0
A110188,2022-10-31,850,1,118299,0,0
A110189,2024-02-22,696,2,139782,0,0
A110190,2024-01-07,850,0,135816,0,0
A110191,2022-11-25,796,0,49782,0,0
A110192,2025-10-10,668,3,332658,0,0
A110193,2023-12-14,814,4,116653,1,0
A110194,2022-10-28,709,4,136106,3,0
A110195,2022-06-02,691,5,98710,0,0
A110196,2025-03-05,629,3,206111,0,0
A110197,2022-06-27,850,4,360757,0,0
A110198,2025-04-28,684,2,165355,0,0
A110199,2024-08-03,850,1,242103,0,0
A110200,2022-12-08,684,3,1101461,0,0
A110201,2025-09-11,850,2,35884,0,0
A110202,2022-09-15,850,4,85308,0,0
A110203,2025-07-17,850,4,84740,0,0
A110204,2024-10-29,850,2,315356,0,0
A110205,2023-05-30,765,2,184804,0,0
A110206,2022-10-24,806,2,80644,0,0
A110207,2023-11-06,664,0,91117,0,0
A110208,2023-10-09,664,6,140857,0,0
A110209,2025-11-11,764,5,131805,0,0
A110210,2024-03-30,738,2,54234,3,0
A110210,2024-02-28,811,1,105674,0,0
A110212,2023-03-17,789,2,312967,2,0
A110212,2023-02-14,850,4,133312,0,0
A110213,2025-12-02,714,1,114198,3,0
A110214,2023-01-01,850,0,145003,0,0
A110215,2022-12-09,850,3,43424,0,0
A110216,2025-01-16,850,0,304580,0,0
A110216,2024-12-18,848,5,234211,1,0
A110217,2025-09-02,825,0,347100,0,0
A110218,2022-02-23,850,6,95428,0,0
A110219,2022-05-21,726,0,84993,0,0
A110220,2023-02-03,840,2,43592,0,0
A110221,2022-09-16,741,1,303187,0,0
A110222,2024-05-31,702,5,31379,0,0
A110223,2024-07-05,731,3,305140,0,0
A110224,2025-10-16,755,2,929995,0,0
A110224,2025-09-16,850,1,141222,1,0
A110225,2022-06-28,674,0,360718,0,0
A110226,2025-08-26,837,1,83592,0,2
A110227,2024-05-19,718,3,285482,2,0
A110228,2023-08-18,819,4,621330,0,0
A110229,2024-09-01,850,4,314734,0,0
A110230,2022-11-29,771,4,57937,0,0
A110231,2022-02-14,726,3,271480,0,0
A110232,2022-04-10,651,0,215230,0,0
A110233,2022-08-07,850,3,205645,0,0
A110235,2022-01-18,692,1,234879,0,0
A110236,2023-11-23,787,3,65944,0,1
A110237,2022-11-26,829,2,182181,0,0
A110238,2025-10-16,768,2,47012,3,0
A110239,2024-06-23,802,0,152495,0,0
A110240,2025-03-28,751,2,702468,1,0
A110241,2025-09-12,850,3,118341,0,0
A110242,2023-08-06,687,3,679011,0,0
A110243,2023-04-13,833,2,35943,0,0
A110244,2022-11-03,583,1,180942,0,0
A110245,2023-11-27,803,0,334892,0,0
A110246,2025-09-23,850,4,49030,1,0
A110247,2023-03-20,746,4,70311,0,0
A110248,2025-05-04,850,1,33978,0,0
A110249,2024-06-28,753,3,56845,2,0
A110251,2024-08-18,577,0,78242,0,0
A110252,2022-08-04,850,5,86358,0,0
A110253,2023-05-19,850,1,113686,0,0
A110253,2023-04-17,784,1,103945,0,0
A110254,2023-02-21,780,3,52866,1,0
A110255,2023-10-23,815,2,48879,0,0
A110256,2022-12-23,680,3,140946,0,0
A110257,2024-10-05,714,5,533559,0,0
A110258,2022-04-06,850,0,97028,2,0
A110260,2025-09-28,661,5,330011,0,0
A110261,2023-07-30,790,6,109930,0,0
A110263,2025-10-17,831,0,317753,0,0
A110264,2022-09-03,850,2,99548,1,0
A110265,2024-04-19,636,0,71987,0,0
A110266,2023-02-15,850,2,274224,0,0
A110267,2024-12-09,840,2,44396,0,0
A110268,2024-12-27,785,3,250218,0,0
A110269,2022-05-08,807,2,44787,1,0
A110270,2022-07-25,850,3,1006772,0,0
A110272,2022-04-24,850,0,288077,0,0
A110273,2024-02-03,850,2,56763,1,0
A110274,2022-08-28,721,1,858728,1,0
A110275,2023-05-08,850,0,473326,0,0
A110276,2025-10-01,850,1,157532,0,0
A110277,2025-06-21,692,3,254510,1,0
A110278,2024-05-07,850,3,413185,1,0
A110279,2023-11-29,850,2,76521,0,0
A110281,2025-10-29,850,3,224563,0,0
A110281,2025-09-30,764,0,490646,0,0
A110282,2022-02-08,850,3,100548,0,0
A110283,2022-08-13,812,4,1166545,1,0
A110284,2022-10-31,686,2,320664,2,0
A110285,2024-12-05,666,0,117187,0,0
A110286,2022-01-29,732,4,47354,0,0
A110287,2022-05-26,640,1,274263,0,2
A110288,2022-08-22,787,1,147611,0,0
A110289,2023-01-06,601,2,223337,0,0
A110290,2022-03-21,812,2,106609,0,0
A110291,2022-12-23,850,0,174674,0,0
A110292,2023-07-24,850,1,200999,1,0
A110293,2024-04-20,846,3,358662,0,0
A110294,2022-06-26,844,3,158377,0,3
A110294,2022-05-27,687,4,167614,1,1
A110296,2022-11-08,742,1,281561,1,0
A110297,2025-09-28,771,4,301687,1,0
A110300,2022-07-12,773,4,202544,3,0
A110301,2024-10-06,678,4,118456,3,0
A110302,2024-07-13,685,3,194953,0,0
A110304,2022-08-12,833,1,48499,0,1
A110304,2022-07-12,850,0,203337,0,0
A110305,2024-05-03,850,1,54551,0,0
A110306,2025-08-04,850,3,379732,0,0
A110307,2022-11-10,846,3,239448,2,0
A110308,2025-11-19,796,1,270460,1,0
A110310,2022-08-28,850,6,232740,2,0
A110310,2022-07-29,850,1,20503,0,0
A110311,2024-07-30,850,3,442055,0,0
A110312,2023-07-16,782,4,202017,1,0
A110313,2025-08-07,812,1,186029,1,0
A110314,2023-03-27,850,0,353932,1,0
A110315,2024-03-07,724,3,209965,1,0
A110316,2023-06-11,597,7,104437,1,0
A110317,2025-11-24,720,0,241640,0,0
A110318,2022-07-29,850,1,65550,1,0
A110319,2023-06-03,643,0,569643,0,0
A110320,2025-12-17,850,1,228276,0,0
A110322,2025-11-05,820,1,164766,0,2
A110323,2022-01-24,631,2,164453,0,0
A110325,2025-06-25,796,0,349765,2,0
A110326,2023-09-19,850,1,149916,1,0
A110327,2025-08-19,742,1,119116,0,0
A110328,2025-11-05,850,1,165373,2,0
A110329,2025-02-06,749,0,326883,2,0
A110330,2023-01-20,850,3,109979,2,0
A110330,2022-12-21,817,3,385268,1,0
A110331,2023-02-22,717,5,227403,3,0
A110332,2022-09-28,850,1,462369,0,0
A110333,2025-09-11,850,1,298801,0,0
A110334,2023-09-08,815,1,273212,0,0
A110335,2024-02-06,795,3,101797,0,0
A110336,2025-04-09,595,4,198016,0,0
A110337,2025-02-23,840,3,41199,0,0
A110338,2025-08-12,850,4,290927,0,0
A110339,2025-01-07,731,1,1742383,0,0
A110340,2023-01-24,635,0,229856,0,0
A110341,2025-09-08,850,0,532696,0,0
A110342,2022-02-24,833,1,36286,0,0
A110342,2022-01-26,850,3,176282,0,0
A110343,2022-01-10,850,3,893054,0,0
A110344,2022-07-09,708,0,577297,0,0
A110345,2023-08-16,850,4,33979,0,0
A110346,2022-10-17,722,0,609501,1,0
A110347,2023-06-07,850,0,692787,3,0
A110348,2024-09-30,784,2,138791,0,0
A110349,2023-06-19,723,2,34953,0,0
