account_id,application_date,product_code,loan_amount,term_months,interest_rate,instalment,customer_age,employment_status,monthly_income,months_at_address,months_since_last_enquiry,province,income_verified
A110389,2024-08-17,PL,173365,24,0.213,10300,43,1,45488,41,14,Ubon Ratchathani,Y
A110390,2022-08-22,PL,97570,12,0.247,10139,42,1,9387,90,10,Bangkok,
A110391,2023-12-15,HP,278288,48,0.2705,12070,22,2,,1,8,Phuket,
A110392,2025-05-02,PL,59109,12,0.1141,5487,51,1,20322,105,2,Udon Thani,Y
A110393,2025-03-29,CC,85401,0,0.1691,0,34,3,116137,67,5,Rayong,Y
A110394,2025-08-22,PL,147048,24,0.1721,8235,36,1,46459,13,22,Nakhon Ratchasima,Y
A110395,2024-09-22,PL,61308,24,0.2109,3631,20,3,32023,21,7,Chiang Mai,Y
A110396,2022-10-23,PL,207231,48,0.1554,7000,42,1,24367,39,999,Bangkok,
A110397,2024-04-15,PL,155706,12,0.2074,15666,28,1,,17,3,Phuket,Y
A110398,2023-05-24,CC,77221,0,0.2453,0,37,1,23905,25,6,Songkhla,
A110399,2025-03-31,CC,66428,0,0.147,0,52,3,19947,127,2,Chiang Mai,N
A110400,2025-05-25,PL,177599,24,0.2277,10769,69,1,31358,97,8,Nakhon Ratchasima,Y
A110401,2024-03-30,PL,88555,12,0.2239,9031,51,3,9756,3,5,Chonburi,
A110402,2022-01-19,PL,61779,24,0.2273,3744,42,1,41271,62,10,Khon Kaen,
A110403,2025-11-20,CC,85363,0,0.2197,0,26,3,36220,57,5,Khon Kaen,Y
A110404,2024-07-25,CC,111311,0,0.2252,0,20,3,26478,42,12,Phuket,N
A110405,2023-01-24,PL,270973,48,0.1083,8090,40,3,51239,90,13,Udon Thani,
A110406,2022-01-10,HP,591236,60,0.2551,22422,24,1,,50,19,Ubon Ratchathani,
A110407,2025-07-01,PL,131532,36,0.1237,5009,26,1,17838,124,15,Chonburi,Y
A110408,2024-06-21,CC,79558,0,0.1243,0,55,3,41197,53,13,Nonthaburi,Y
A110409,2022-07-19,CC,22887,0,0.2202,0,42,2,,8,14,Samut Prakan,
A110410,2024-01-19,PL,184652,36,0.2794,9428,33,1,,36,25,Songkhla,
A110411,2023-11-08,CC,47996,0,0.0,0,38,1,21606,84,3,Udon Thani,
A110412,2024-04-12,PL,58423,12,0.1062,5385,37,3,24894,97,999,Udon Thani,Y
A110413,2023-12-26,HP,1004293,72,0.2285,33071,40,1,27616,83,11,Samut Prakan,
A110414,2023-08-30,PL,47239,48,0.1687,1648,41,3,18949,64,7,Phuket,
A110415,2022-09-08,HP,287577,36,0.1441,11441,53,1,25197,32,10,Rayong,
A110416,2023-07-09,PL,118966,48,0.1554,4019,38,2,35027,20,22,Bangkok,
A110417,2025-04-15,PL,275051,36,0.2363,13056,42,3,54141,112,999,Chiang Mai,Y
A110418,2024-08-14,HP,362223,36,0.1876,15724,60,3,18357,54,3,Rayong,Y
A110419,2023-08-06,PL,74720,48,0.1785,2668,28,1,29052,136,23,Samut Prakan,
A110420,2023-08-29,PL,130030,12,0.1494,12454,45,3,36400,66,2,Chiang Mai,
A110421,2024-02-16,PL,172101,12,0.2634,18119,50,1,16974,51,10,Nonthaburi,
A110422,2022-03-07,PL,108906,12,0.2574,11411,26,1,12367,66,13,Phuket,
A110423,2024-03-20,CC,34084,0,0.2395,0,41,9,,68,9,Khon Kaen,
A110424,2022-08-31,CC,39347,0,0.0955,0,39,3,25705,135,1,Chonburi,
A110425,2025-12-09,PL,181395,36,0.1279,6972,45,2,39816,82,20,Nonthaburi,Y
A110426,2024-04-04,PL,52512,12,0.1778,5154,42,1,18061,93,4,Songkhla,N
A110427,2024-05-15,PL,53015,36,0.2785,2703,35,1,14563,20,5,Phuket,Y
A110428,2024-06-16,CC,95349,0,0.2464,0,36,1,9000,15,10,Chiang Mai,Y
A110429,2025-10-31,CC,63836,0,0.227,0,41,2,26856,45,11,Khon Kaen,Y
A110430,2022-10-14,PL,147601,36,0.1372,5787,33,2,,15,12,Samut Prakan,
A110431,2022-08-31,PL,38078,24,0.1964,2209,34,2,,112,13,Khon Kaen,
A110432,2022-02-26,HP,274050,36,0.142,10855,43,1,59056,27,2,Udon Thani,
A110433,2024-07-09,CC,33112,0,0.1333,0,23,1,9000,119,2,Nakhon Ratchasima,N
A110434,2024-01-13,PL,144271,48,0.2527,6043,32,1,13333,41,0,Khon Kaen,
A110435,2022-09-27,HP,801320,72,0.1318,19930,54,3,18850,60,17,Ubon Ratchathani,
A110436,2024-03-11,PL,101737,36,0.2028,4545,33,1,23892,19,1,Samut Prakan,
A110437,2025-11-22,PL,189157,48,0.2534,7935,44,1,29833,101,14,Phuket,N
A110438,2025-09-06,HP,167100,60,0.1086,4297,47,2,41894,63,7,Bangkok,Y
A110439,2022-06-10,PL,211914,48,0.2245,8379,43,1,24929,40,10,Nakhon Ratchasima,
A110440,2022-11-29,PL,269811,24,0.2676,17258,36,2,36399,10,3,Khon Kaen,
A110441,2025-10-05,PL,162604,48,0.1086,4859,22,3,34081,105,10,Chiang Mai,N
A110442,2025-04-02,CC,21827,0,0.2469,0,43,1,17091,119,24,Songkhla,Y
A110443,2025-01-20,HP,170695,60,0.2175,5938,22,3,22983,34,20,Udon Thani,N
A110444,2024-07-02,HP,517456,60,0.1831,16519,23,1,16517,68,4,Chiang Mai,N
A110445,2024-10-15,PL,216400,36,0.1359,8461,35,3,19164,39,12,Samut Prakan,Y
A110446,2022-11-03,PL,52158,36,0.2764,2650,28,1,24941,86,4,Nakhon Ratchasima,
A110447,2023-09-16,HP,439884,48,0.2759,19277,39,3,30665,34,13,Khon Kaen,
A110448,2025-05-07,HP,181035,72,0.1242,4388,42,1,,19,25,Songkhla,Y
A110449,2023-01-22,PL,46158,12,0.1486,4418,35,2,,79,11,Khon Kaen,
A110450,2025-06-09,HP,240958,72,0.1125,5605,48,1,23958,39,19,Nakhon Ratchasima,Y
A110451,2022-12-19,PL,238533,48,0.1895,8736,37,3,14982,77,22,Rayong,
A110452,2025-07-07,HP,301710,48,0.1952,11193,39,1,14479,35,999,Udon Thani,Y
A110453,2022-05-11,CC,22552,0,0.2188,0,44,2,,6,4,Rayong,
A110454,2024-06-06,PL,114298,24,0.1605,6291,31,1,29088,5,3,Khon Kaen,N
A110455,2023-02-17,PL,109440,36,0.2425,5251,54,2,,54,11,Phuket,
A110456,2022-12-14,HP,218585,36,0.1699,9166,38,1,13701,20,12,Ubon Ratchathani,
A110457,2025-02-10,CC,44774,0,0.0,0,39,1,13982,68,11,Chonburi,N
A110458,2023-10-11,PL,95301,48,0.2721,4146,54,1,25249,15,3,Ubon Ratchathani,
A110459,2024-12-15,CC,34021,0,0.2475,0,33,3,15497,100,9,Ubon Ratchathani,Y
A110460,2025-02-25,PL,138466,48,0.1896,5072,29,1,33228,45,4,Rayong,Y
A110461,2025-03-20,PL,125320,24,0.1768,7068,30,1,15741,84,7,Phuket,N
A110462,2023-06-27,PL,344765,48,0.2085,13172,44,1,42984,20,18,Songkhla,
A110463,2023-05-25,PL,154697,48,0.2684,6682,44,2,42073,5,1,Ubon Ratchathani,
A110464,2025-07-31,CC,93863,0,0.2204,0,53,2,,39,1,Nonthaburi,N
A110465,2023-09-17,CC,51779,0,0.0909,0,40,1,33454,68,999,Nakhon Ratchasima,
A110466,2024-07-23,PL,136163,36,0.2211,6291,56,2,39729,68,999,Phuket,Y
A110467,2024-05-29,CC,38451,0,0.2044,0,48,2,17590,42,999,Udon Thani,Y
A110468,2024-06-13,PL,91274,12,0.1132,8467,33,1,45669,0,17,Nonthaburi,Y
A110469,2022-08-06,PL,181688,24,0.1603,9997,29,1,71142,67,999,Ubon Ratchathani,
A110470,2023-05-31,HP,229830,60,0.2163,7973,37,3,25525,14,5,Bangkok,
A110471,2023-10-21,PL,37137,48,0.2259,1472,34,1,18105,0,1,Rayong,
A110472,2025-08-02,HP,1089924,60,0.2516,41017,37,3,33490,131,999,Phuket,Y
A110473,2022-03-08,HP,264932,48,0.144,8698,45,2,31829,25,8,Songkhla,
A110474,2024-04-08,CC,46052,0,0.261,0,31,1,27608,22,3,Songkhla,Y
A110475,2022-05-08,PL,62544,24,0.1721,3502,32,2,47766,59,20,Ubon Ratchathani,
A110476,2024-04-23,HP,323338,72,0.2249,10550,43,1,18564,0,999,Chiang Mai,N
A110477,2025-08-26,PL,174324,24,0.1299,9150,28,1,35645,23,19,Phuket,Y
A110478,2024-10-14,HP,348250,72,0.2309,11537,32,1,29729,144,6,Nakhon Ratchasima,Y
A110479,2022-04-22,HP,282126,48,0.1931,10417,56,2,,146,10,Ubon Ratchathani,
A110480,2022-03-29,HP,424353,72,0.2614,15137,51,1,28872,45,11,Phuket,
A110481,2024-11-28,PL,156674,48,0.1809,5625,62,1,27828,28,13,Nonthaburi,Y
A110482,2023-12-02,HP,173085,72,0.2055,5368,45,1,35733,8,15,Songkhla,
A110483,2023-02-24,PL,122293,12,0.1108,11320,41,2,93282,70,5,Khon Kaen,
A110484,2023-09-12,HP,551418,72,0.2193,17735,22,1,32622,21,8,Chiang Mai,
A110485,2022-04-06,HP,436077,48,0.2779,19183,20,1,13906,55,999,Rayong,
A110486,2022-08-16,CC,39296,0,0.1278,0,40,1,18790,22,4,Udon Thani,
A110487,2022-09-05,HP,130519,72,0.1935,3917,32,1,49103,90,20,Phuket,
A110488,2023-02-18,PL,101459,48,0.1503,3384,47,3,29909,36,0,Chiang Mai,
A110489,2022-02-07,PL,84909,48,0.2544,3569,49,2,,42,12,Khon Kaen,
A110490,2022-01-28,PL,242161,24,0.2366,14864,20,1,46931,28,6,Chiang Mai,
A110491,2023-12-17,PL,94283,12,0.2467,9795,31,1,25037,8,17,Chiang Mai,
A110492,2025-07-07,HP,103920,72,0.1929,3113,46,1,22190,48,20,Songkhla,Y
A110493,2022-05-19,HP,332537,48,0.1395,10793,23,1,63096,80,5,Nonthaburi,
A110494,2022-01-14,PL,197735,12,0.2319,20299,56,2,11508,16,999,Bangkok,
A110495,2024-12-13,PL,95877,48,0.2537,4024,36,9,,36,5,Samut Prakan,Y
A110496,2023-05-23,CC,79986,0,0.2668,0,31,1,35805,48,999,Phuket,
A110497,2023-09-18,PL,207446,24,0.2687,13288,39,3,25376,21,10,Phuket,
A110498,2022-11-24,HP,138602,72,0.1627,3804,34,1,34038,138,5,Udon Thani,
A110499,2023-07-03,CC,41947,0,0.11,0,49,1,74506,41,10,Udon Thani,
A110500,2023-11-16,HP,300291,48,0.2424,12321,24,3,18173,46,18,Chonburi,
A110501,2023-10-02,PL,67400,12,0.2716,7142,60,2,21693,94,9,Bangkok,
A110502,2025-11-25,PL,71344,12,0.1616,6906,23,1,49485,50,12,Udon Thani,N
A110503,2023-08-08,CC,71334,0,0.1707,0,27,2,,18,2,Chonburi,
A110504,2024-01-26,PL,222466,24,0.2702,14278,32,1,14372,0,11,Ubon Ratchathani,
A110505,2022-06-15,PL,152024,36,0.1389,5982,20,2,,41,22,Khon Kaen,
A110506,2023-03-27,PL,307181,36,0.1444,12229,39,3,22696,47,17,Chiang Mai,
A110507,2022-09-22,CC,77327,0,0.1018,0,31,3,,135,9,Samut Prakan,
A110508,2023-11-10,PL,165444,48,0.2545,6955,42,1,43140,26,7,Bangkok,
A110509,2025-02-01,CC,79308,0,0.1868,0,45,2,,77,2,Phuket,N
A110510,2023-04-27,CC,81198,0,0.16,0,45,1,28970,22,5,Chiang Mai,
A110511,2023-04-27,PL,262606,48,0.1536,8832,20,1,35628,3,14,Udon Thani,
A110512,2024-05-10,PL,155688,24,0.158,8536,30,2,45907,65,999,Udon Thani,Y
A110513,2024-02-07,HP,628602,48,0.2577,26595,35,2,33024,3,14,Nonthaburi,
A110514,2024-01-24,HP,1038711,60,0.2617,39964,21,2,,6,2,Chonburi,
A110515,2022-03-18,CC,54968,0,0.1365,0,33,2,69577,79,14,Samut Prakan,
A110516,2023-04-14,PL,204628,12,0.1271,19219,33,1,22394,16,0,Bangkok,
A110517,2025-06-29,HP,279592,36,0.2705,14068,28,2,33231,65,11,Khon Kaen,Y
A110518,2024-09-10,PL,313501,48,0.2162,12179,24,2,,10,6,Chiang Mai,N
A110519,2022-10-04,CC,27779,0,0.2525,0,31,3,43783,35,2,Khon Kaen,
A110520,2023-04-10,PL,171902,12,0.1728,16800,44,3,48922,55,22,Chiang Mai,
A110521,2022-10-15,HP,270909,36,0.2392,12925,50,3,13698,146,12,Songkhla,
A110522,2023-08-27,CC,101299,0,0.187,0,26,1,,85,999,Udon Thani,
A110523,2023-02-11,PL,129236,48,0.0931,3695,51,9,,105,3,Phuket,
A110524,2022-05-08,CC,65647,0,0.1248,0,43,1,,62,10,Rayong,
A110525,2025-05-30,PL,94953,24,0.2757,6137,42,1,,60,5,Udon Thani,N
A110526,2022-03-06,HP,252833,60,0.2636,9767,47,1,20071,59,0,Nakhon Ratchasima,
A110527,2022-08-21,PL,240415,12,0.1436,22911,35,1,35004,71,1,Phuket,
A110528,2025-03-25,HP,347580,48,0.0976,10068,34,1,30623,4,20,Samut Prakan,Y
A110529,2023-06-03,HP,93183,60,0.1236,2512,36,1,48492,16,999,Chonburi,
A110530,2022-01-29,HP,729627,60,0.1302,20076,41,9,14221,1,1,Songkhla,
A110531,2023-03-15,PL,135909,12,0.1755,13313,36,1,,42,7,Samut Prakan,
A110532,2023-02-11,HP,305344,36,0.1293,11771,37,1,38364,35,2,Samut Prakan,
A110533,2025-10-31,PL,145528,36,0.1265,5576,23,1,23111,78,999,Samut Prakan,Y
A110534,2022-11-01,HP,201071,60,0.1124,5234,20,9,26732,76,6,Songkhla,
A110535,2025-10-20,PL,139538,12,0.1912,13851,55,1,20664,92,7,Khon Kaen,Y
A110536,2022-09-14,PL,122817,48,0.1939,4543,21,1,,68,999,Udon Thani,
A110537,2023-10-04,PL,218556,24,0.1436,11721,42,1,41189,17,3,Udon Thani,
A110538,2023-10-12,PL,145591,48,0.2018,5481,33,1,35008,55,15,Songkhla,
A110539,2022-05-22,HP,415391,72,0.1581,11242,31,3,46236,63,12,Samut Prakan,
A110540,2024-02-22,PL,55866,36,0.2436,2685,42,1,25544,88,4,Chonburi,
A110541,2025-05-13,HP,794486,72,0.1464,20727,59,3,,167,3,Khon Kaen,Y
A110542,2025-01-29,CC,84697,0,0.0941,0,31,3,19983,78,4,Udon Thani,N
A110543,2024-10-12,HP,192385,60,0.1064,4912,37,3,17133,60,10,Samut Prakan,N
A110544,2022-07-09,CC,25783,0,0.1022,0,26,2,,29,12,Samut Prakan,
A110545,2025-12-07,PL,181645,12,0.2647,19143,36,1,56571,50,17,Samut Prakan,N
A110546,2025-05-26,PL,249221,48,0.1002,7273,35,1,21102,75,10,Nakhon Ratchasima,N
A110547,2022-01-16,CC,28344,0,0.2203,0,33,1,18805,66,999,Chiang Mai,
A110548,2025-07-10,PL,42290,12,0.2383,4363,36,1,,13,999,Phuket,Y
A110549,2024-04-27,PL,184794,12,0.1065,17039,20,1,,17,11,Khon Kaen,N
A110550,2024-08-15,HP,630145,36,0.2525,30763,24,3,24319,35,17,Nonthaburi,Y
A110551,2025-07-19,PL,43059,12,0.1005,3948,31,1,27471,5,7,Nakhon Ratchasima,Y
A110552,2025-05-27,HP,280340,72,0.1841,8194,49,1,62856,58,2,Udon Thani,Y
A110553,2024-04-04,HP,155937,48,0.0905,4424,33,1,39819,113,15,Nakhon Ratchasima,N
A110554,2025-04-04,PL,52239,24,0.1775,2949,36,1,32945,60,18,Bangkok,N
A110555,2022-01-12,PL,174983,24,0.2794,11365,52,1,16131,33,0,Samut Prakan,
A110556,2025-02-19,PL,77690,48,0.2698,3365,36,1,32321,84,18,Songkhla,Y
A110557,2024-11-10,CC,43130,0,0.182,0,26,1,14547,104,9,Samut Prakan,Y
A110558,2023-10-24,HP,241135,72,0.1176,5712,21,2,,56,16,Udon Thani,
A110559,2024-05-30,PL,241517,36,0.1929,10591,39,1,,29,9,Nonthaburi,Y
A110560,2025-09-08,CC,43791,0,0.2262,0,47,3,21864,108,2,Udon Thani,Y
A110561,2024-10-17,PL,86867,12,0.2194,8827,38,2,,110,0,Phuket,Y
A110562,2025-03-20,PL,156952,48,0.2673,6765,36,1,55514,163,1,Songkhla,N
A110563,2023-04-15,HP,451086,72,0.1739,12802,20,1,35421,39,7,Chonburi,
A110564,2023-07-24,CC,96546,0,0.1915,0,28,1,22249,97,1,Nakhon Ratchasima,
A110565,2024-05-29,CC,35438,0,0.2214,0,35,1,13788,151,7,Rayong,Y
A110566,2022-09-14,PL,102031,48,0.1298,3229,36,1,52475,166,28,Nakhon Ratchasima,
A110567,2022-03-21,PL,140237,12,0.2425,14520,22,2,133487,132,6,Samut Prakan,
A110568,2024-12-08,CC,21726,0,0.2677,0,20,1,19894,51,1,Ubon Ratchathani,Y
A110569,2024-02-17,HP,405242,36,0.2627,20128,37,3,47811,27,16,Rayong,
A110570,2024-12-02,PL,224347,12,0.1627,21737,52,1,28771,41,2,Khon Kaen,Y
A110571,2024-06-01,HP,136411,60,0.1111,3536,34,1,22461,30,6,Chiang Mai,Y
A110572,2022-01-26,HP,350863,72,0.2601,12478,50,1,72185,83,21,Bangkok,
A110573,2025-05-08,PL,198262,48,0.1826,7147,53,1,18080,97,3,Ubon Ratchathani,Y
A110574,2022-02-16,PL,153503,48,0.129,4848,36,1,,100,1,Nonthaburi,
A110575,2024-03-31,HP,1819192,72,0.1898,54040,44,2,,33,13,Songkhla,
A110576,2022-11-19,PL,156334,36,0.2796,7985,40,1,,88,3,Ubon Ratchathani,
A110577,2023-03-23,CC,40071,0,0.1832,0,65,2,,32,15,Songkhla,
A110578,2022-04-17,HP,363073,48,0.1373,11718,44,2,,81,18,Ubon Ratchathani,
A110579,2025-07-16,PL,59750,12,0.1759,5855,29,1,46203,28,999,Udon Thani,Y
A110580,2025-05-29,PL,118602,48,0.1817,4266,34,2,,122,999,Rayong,Y
A110581,2024-05-26,CC,36595,0,0.1984,0,29,2,,69,12,Chonburi,N
A110582,2025-10-07,HP,482255,36,0.1114,17872,47,1,20095,105,14,Songkhla,Y
A110583,2025-09-07,HP,434572,48,0.1725,15300,34,9,,46,16,Bangkok,Y
A110584,2022-01-30,HP,203059,72,0.2474,7006,47,3,22115,0,11,Udon Thani,
A110585,2023-12-06,PL,111659,24,0.2274,6768,41,1,34116,77,11,Bangkok,
A110586,2025-08-26,CC,37339,0,0.1073,0,29,3,15847,64,6,Rayong,Y
A110587,2022-06-04,CC,66331,0,0.2208,0,43,1,9644,38,11,Nonthaburi,
A110588,2023-08-21,CC,30445,0,0.2643,0,43,1,58935,81,3,Samut Prakan,
A110589,2024-10-24,PL,128365,24,0.1905,7386,20,2,,52,12,Chiang Mai,Y
A110590,2023-11-10,HP,592456,60,0.2463,22034,41,3,38672,64,14,Songkhla,
A110591,2023-05-02,PL,76580,48,0.1009,2239,44,2,,82,2,Ubon Ratchathani,
A110592,2022-08-27,HP,316944,72,0.2458,10894,33,1,16075,40,24,Rayong,
A110593,2024-08-27,HP,477244,72,0.2189,15334,42,3,30261,100,4,Ubon Ratchathani,Y
A110594,2022-05-29,PL,257540,24,0.1542,14040,20,3,29403,99,15,Nakhon Ratchasima,
A110595,2022-02-25,CC,52470,0,0.1673,0,57,1,26342,14,16,Chiang Mai,
A110596,2025-10-02,PL,366202,24,0.1372,19445,47,1,,37,0,Rayong,Y
A110597,2024-02-07,CC,65628,0,0.1337,0,22,2,,55,999,Rayong,
A110598,2023-08-06,PL,354023,36,0.227,16530,43,1,21735,120,999,Khon Kaen,
A110599,2022-06-19,CC,19280,0,0.2526,0,48,1,16177,112,3,Ubon Ratchathani,
A110600,2023-09-21,PL,178279,24,0.2383,10968,31,3,18110,27,6,Bangkok,
A110601,2024-06-23,HP,269126,72,0.1902,8003,50,3,22860,62,14,Ubon Ratchathani,Y
A110602,2024-07-04,PL,84855,12,0.2139,8583,44,1,44555,45,0,Songkhla,N
A110603,2025-05-24,PL,226996,24,0.0942,11240,35,3,24684,52,8,Songkhla,Y
A110604,2022-11-15,PL,147472,12,0.2728,15641,43,1,,40,3,Khon Kaen,
A110605,2024-02-24,HP,241737,36,0.1254,9241,30,1,37996,79,1,Phuket,
A110606,2023-09-06,HP,301370,48,0.275,13184,65,1,24003,112,5,Nonthaburi,
A110607,2024-07-17,PL,112322,48,0.235,4539,30,1,44099,70,999,Nakhon Ratchasima,Y
A110608,2024-01-13,HP,488928,60,0.1961,16138,31,1,36252,6,17,Phuket,
A110609,2024-10-29,HP,322411,72,0.2313,10692,29,1,16877,46,13,Khon Kaen,Y
A110610,2024-04-04,PL,47668,36,0.1634,1973,41,2,44745,38,30,Chonburi,Y
A110611,2023-12-25,CC,45399,0,0.0,0,39,2,,69,12,Chiang Mai,
A110612,2023-09-30,PL,109376,48,0.159,3727,50,2,,47,11,Nonthaburi,
A110613,2023-07-11,HP,186131,48,0.2421,7632,37,3,32833,61,13,Phuket,
A110614,2025-12-25,HP,384606,72,0.1337,9626,32,1,24619,7,13,Udon Thani,Y
A110615,2022-10-25,HP,348800,72,0.1543,9329,50,2,,114,15,Phuket,
A110616,2023-09-24,HP,529180,72,0.1654,14643,37,1,21234,107,6,Udon Thani,
A110617,2023-09-11,PL,72235,36,0.2575,3556,42,1,27027,9,13,Nonthaburi,
A110618,2025-02-09,PL,144396,36,0.2308,6788,47,1,26111,22,6,Nakhon Ratchasima,N
A110619,2023-09-27,HP,311601,72,0.2516,10861,34,2,,29,2,Ubon Ratchathani,
A110620,2025-03-18,HP,208418,60,0.114,5453,42,2,,32,15,Khon Kaen,N
A110621,2022-07-04,PL,103109,36,0.2144,4706,37,1,18106,10,15,Rayong,
A110622,2024-01-25,CC,29159,0,0.1795,0,43,1,28614,91,11,Samut Prakan,
A110623,2023-03-13,PL,97248,24,0.1017,4876,28,2,,17,13,Khon Kaen,
A110624,2023-04-05,HP,185284,72,0.2346,6195,55,1,34888,57,5,Chiang Mai,
A110625,2025-01-14,CC,27565,0,0.0963,0,31,1,19922,6,12,Chiang Mai,Y
A110626,2023-11-25,CC,107935,0,0.1979,0,53,1,29747,37,7,Phuket,
A110627,2024-06-23,HP,1099926,48,0.1295,34785,62,1,10578,125,11,Samut Prakan,Y
A110628,2025-04-30,PL,235022,12,0.1286,22103,44,1,58448,89,1,Nonthaburi,Y
A110629,2024-10-27,PL,177146,12,0.2181,17981,38,3,31272,118,7,Ubon Ratchathani,Y
A110630,2025-04-25,PL,65927,36,0.2281,3084,33,3,32117,8,16,Phuket,Y
A110631,2024-07-13,PL,161019,12,0.2657,16983,24,2,,18,13,Songkhla,Y
A110632,2022-12-18,PL,182377,36,0.1496,7339,30,2,40656,20,8,Samut Prakan,
A110633,2023-08-24,CC,49676,0,0.171,0,26,1,,56,999,Chonburi,
A110634,2025-04-20,HP,545630,72,0.1839,15939,48,1,24486,58,8,Nonthaburi,Y
A110635,2023-05-18,PL,105173,36,0.0952,3755,43,9,,11,11,Bangkok,
A110636,2024-03-05,HP,153505,48,0.1708,5382,26,1,40926,12,3,Bangkok,
A110637,2024-09-11,CC,40313,0,0.2529,0,46,2,36026,53,18,Khon Kaen,Y
A110638,2025-02-05,HP,421571,48,0.1025,12383,20,2,,48,1,Bangkok,Y
A110639,2023-05-03,HP,176427,72,0.1523,4689,39,3,21601,95,5,Ubon Ratchathani,
A110640,2023-10-20,CC,76768,0,0.1182,0,33,3,31314,81,0,Udon Thani,
A110641,2022-04-20,PL,84221,48,0.2263,3342,39,1,23350,142,14,Rayong,
A110642,2025-06-16,PL,85662,48,0.1638,2953,32,1,13883,27,3,Nakhon Ratchasima,Y
A110643,2024-01-08,CC,28930,0,0.2706,0,36,1,49323,136,999,Khon Kaen,
A110644,2023-01-27,HP,427545,48,0.1248,13353,36,1,60602,78,7,Khon Kaen,
A110645,2024-03-17,CC,31529,0,0.2039,0,22,1,17404,98,2,Rayong,
A110646,2023-05-21,HP,284522,36,0.122,10796,39,3,31709,41,999,Khon Kaen,
A110647,2025-11-03,PL,138329,12,0.1265,12985,52,2,,52,9,Chiang Mai,Y
A110648,2023-04-30,PL,166610,36,0.2739,8430,22,1,10208,25,1,Udon Thani,
A110649,2025-08-26,PL,201044,36,0.0989,7241,25,1,22643,33,9,Nakhon Ratchasima,Y
A110650,2025-12-14,PL,96068,24,0.1261,5012,35,3,35887,9,22,Chiang Mai,N
A110651,2024-12-19,PL,89674,24,0.1719,5020,50,9,,93,4,Bangkok,N
A110652,2023-03-01,PL,144065,36,0.2765,7321,44,3,32126,104,17,Phuket,
A110653,2025-10-21,HP,258361,48,0.2628,11040,60,1,20640,19,3,Rayong,N
A110654,2022-02-13,PL,177847,48,0.1191,5470,29,3,26865,93,21,Chiang Mai,
A110655,2023-12-01,PL,119541,48,0.1267,3752,27,2,,46,2,Bangkok,
A110656,2022-08-19,PL,67617,48,0.1586,2302,43,2,,3,999,Phuket,
A110657,2023-03-08,HP,422458,60,0.0996,10547,61,1,15988,35,19,Chiang Mai,
A110658,2025-03-26,HP,294183,48,0.1852,10669,36,1,17320,59,2,Nonthaburi,Y
A110659,2023-09-12,HP,589003,60,0.2429,21739,35,1,,84,3,Chonburi,
A110660,2025-04-11,PL,320032,12,0.1386,30365,34,1,43029,86,13,Songkhla,N
A110661,2023-09-17,CC,103947,0,0.2201,0,45,3,16549,23,10,Bangkok,
A110662,2022-09-11,PL,66432,12,0.242,6875,26,1,13563,46,999,Nonthaburi,
A110663,2024-10-29,CC,64743,0,0.1417,0,40,2,,49,3,Nakhon Ratchasima,N
A110664,2023-07-05,PL,108235,48,0.2333,4359,23,9,,60,9,Phuket,
A110665,2024-11-09,HP,211793,48,0.2767,9295,36,3,17765,36,2,Nonthaburi,Y
A110666,2022-08-28,HP,289639,72,0.1445,7510,31,2,,32,6,Phuket,
A110667,2025-10-23,PL,92142,48,0.1535,3098,44,2,31600,66,999,Khon Kaen,Y
A110668,2023-08-23,PL,208077,36,0.2202,9598,38,3,36765,44,0,Nakhon Ratchasima,
A110669,2025-08-22,HP,112057,72,0.1595,3045,41,1,29684,54,21,Rayong,N
A110670,2025-05-03,CC,30038,0,0.1607,0,36,1,36710,62,10,Chiang Mai,Y
A110671,2022-03-19,PL,109211,24,0.2216,6567,46,3,33953,53,12,Songkhla,
A110672,2023-08-07,PL,67922,12,0.1077,6269,42,3,10184,48,3,Udon Thani,
A110673,2022-02-19,PL,276881,12,0.2479,28793,28,2,,146,6,Chonburi,
A110674,2022-04-02,HP,782095,48,0.1435,25646,32,1,43584,8,9,Chonburi,
A110675,2022-12-03,PL,229682,48,0.2739,10027,20,2,,49,4,Rayong,
A110676,2022-08-13,PL,98284,12,0.1232,9199,31,1,21343,3,8,Chiang Mai,
A110677,2022-06-23,CC,42334,0,0.1521,0,47,1,17213,51,25,Chonburi,
A110678,2024-02-20,HP,305089,36,0.2402,14581,44,2,,43,6,Nakhon Ratchasima,
A110679,2024-06-26,HP,1267004,36,0.1276,48667,50,1,34744,9,8,Nakhon Ratchasima,N
A110680,2025-01-05,HP,332215,60,0.2021,11131,38,1,32437,31,11,Songkhla,Y
A110681,2022-02-03,PL,120146,12,0.1163,11176,49,1,24087,112,2,Rayong,
A110682,2025-07-29,CC,26691,0,0.1832,0,43,2,13631,76,4,Chiang Mai,Y
A110683,2023-12-24,PL,288376,24,0.1302,15144,32,1,39149,46,7,Chonburi,
A110684,2022-11-12,HP,1033436,36,0.153,41882,20,1,28087,86,15,Samut Prakan,
A110685,2025-08-23,CC,62558,0,0.2781,0,42,1,41856,25,7,Nonthaburi,Y
A110686,2023-09-26,HP,306835,72,0.2476,10592,40,1,55986,61,7,Songkhla,
A110687,2025-05-31,PL,127800,12,0.2112,12899,32,2,113015,32,10,Udon Thani,Y
